c  DAYS-w instance, from daysall.net file
c  Vertices in file daysall-vertices0.dat
c  Edges in file daysall-edges0.dat
c  
p edges  13308      9318
e   1801 11563    10
e   1801 12306    16
e   1801 12483    37
e   1801 12931     3
e   1806  1898     2
e   1811  2698     1
e   1811  9088     3
e   1812  4010     1
e   1812  4058     1
e   1817  4678     2
e   1817  6341     2
e   1819  3949     1
e   1819  9568     1
e   1819  9775     1
e   1821  5579     2
e   1821 10307     2
e   1824  1921     1
e   1824  2112     1
e   1824  2142     6
e   1824  2568     5
e   1824  2663     1
e   1824  3096    10
e   1824  3102     6
e   1824  3160     3
e   1824  3539     1
e   1824  6863     2
e   1824  7165     8
e   1824  7359     4
e   1824  7669     2
e   1824  7670     4
e   1824  7736     7
e   1824  9205     1
e   1824 10444     1
e   1824 10636    11
e   1824 10916     3
e   1824 11167     3
e   1824 11916     1
e   1824 12123     4
e   1824 12483    14
e   1824 12499     1
e   1826  2501     3
e   1826  7074     1
e   1826  8705     1
e   1833  2730     1
e   1833  3420     2
e   1833  4699    26
e   1833  7150    11
e   1833  7201    28
e   1833  8253     8
e   1833  8316     1
e   1833  9158    12
e   1833 12910     5
e   1841  7201    11
e   1841 12909     2
e   1876  4019     2
e   1876 11864     2
e   1882  6756     5
e   1882  9158     4
e   1882 12483     1
e   1886  2211     1
e   1886  5030     1
e   1895  4602     1
e   1895  4699     1
e   1895 10636     9
e   1895 10985     1
e   1898  4064     5
e   1898  5709     1
e   1898  6042     1
e   1898 12797     5
e   1900  5890     2
e   1900  7899     2
e   1918  7750     1
e   1918 11295     1
e   1921  1957     8
e   1921  2126     1
e   1921  2317     2
e   1921  2501     9
e   1921  3160     1
e   1921  3580     1
e   1921  3712     1
e   1921  4488     1
e   1921  5005    21
e   1921  5055     1
e   1921  5155    23
e   1921  5759     1
e   1921  6244     1
e   1921  7077     2
e   1921  7349     3
e   1921  7359    16
e   1921  7557     1
e   1921  7626     2
e   1921  7669     1
e   1921  7681     1
e   1921  8531     6
e   1921  9205     3
e   1921  9298     2
e   1921 10445    16
e   1921 10461     1
e   1921 10916     1
e   1921 11074     1
e   1921 11472     2
e   1921 12271    17
e   1921 12772     2
e   1921 12855     1
e   1921 12910     1
e   1925  2574     1
e   1925  2698     1
e   1925  6897     1
e   1925  7215     2
e   1925  7362     1
e   1925  7670     1
e   1925  8161     2
e   1925  8194     1
e   1925  8261    33
e   1925  8291     1
e   1925  9979     3
e   1925 10027    18
e   1925 11365     1
e   1925 11431     4
e   1925 11434     2
e   1931  7051     6
e   1931  8387     6
e   1931 12910     7
e   1935  2568     1
e   1935  2606     2
e   1935  4229     1
e   1935  4317     2
e   1935  6940     5
e   1935  7124     2
e   1935 10346     3
e   1935 12483    56
e   1936  2224     1
e   1936  6195     2
e   1936  9565     1
e   1941  4318     1
e   1941 10916     1
e   1944  7116     2
e   1944  9768     1
e   1944 11862     8
e   1945  7133     2
e   1945  8455     2
e   1950  2167     2
e   1950  4709     3
e   1950 12141     2
e   1952  4633     5
e   1952  6195     1
e   1952  7476     1
e   1953  5829     2
e   1953  8862     2
e   1957  9656     1
e   1961  9375     5
e   1961 11220     1
e   1961 13248     4
e   1964  3866     2
e   1964 11945     8
e   1968  3704     1
e   1968  7149     1
e   1973  8996     1
e   1975  7608     3
e   1975 12962     1
e   1985  3260     1
e   1985  4040     1
e   2001  2045     3
e   2001  2182     1
e   2001  2258     4
e   2001  2323     1
e   2001  2471     4
e   2001  2508     4
e   2001  2648    11
e   2001  3048     4
e   2001  3252     3
e   2001  3260    10
e   2001  3297     5
e   2001  3302     4
e   2001  3348     2
e   2001  3349     7
e   2001  3893     1
e   2001  4040     1
e   2001  4065     5
e   2001  4068    13
e   2001  4071     5
e   2001  4330     5
e   2001  4362     1
e   2001  4498    18
e   2001  4657    20
e   2001  4678    12
e   2001  4699     4
e   2001  4741     1
e   2001  4750     4
e   2001  5183    14
e   2001  5404     2
e   2001  5550     2
e   2001  5721     6
e   2001  5740     2
e   2001  5759     9
e   2001  5829    15
e   2001  5860     1
e   2001  6038     1
e   2001  6502     2
e   2001  7160     2
e   2001  7207     6
e   2001  7349     5
e   2001  7386     1
e   2001  7392     4
e   2001  7400     2
e   2001  7948     3
e   2001  8146     2
e   2001  8193     6
e   2001  8316     5
e   2001  8394     1
e   2001  8529    99
e   2001  8530     5
e   2001  8549    11
e   2001  8670     2
e   2001  8813     4
e   2001  8863     3
e   2001  8865     1
e   2001  8870    14
e   2001  8996    37
e   2001  9158    14
e   2001  9298     8
e   2001  9496     3
e   2001  9937     1
e   2001 10242     2
e   2001 10328     2
e   2001 10530     7
e   2001 10725     1
e   2001 10730     1
e   2001 10732     4
e   2001 10916    12
e   2001 11065     8
e   2001 11335     1
e   2001 11346    15
e   2001 11464     3
e   2001 11636     5
e   2001 11765    11
e   2001 11966     4
e   2001 12084     7
e   2001 12483    21
e   2001 12673     1
e   2001 12725     1
e   2001 12867     4
e   2001 13028     7
e   2001 13037    11
e   2001 13121     6
e   2001 13136     9
e   2001 13144    26
e   2001 13148     4
e   2002  2058     4
e   2002  2172     6
e   2002  2182     1
e   2002  2501    10
e   2002  2568     6
e   2002  2981     2
e   2002  3009     9
e   2002  3412     1
e   2002  3675     1
e   2002  3782    11
e   2002  4235     4
e   2002  4236    12
e   2002  4498    26
e   2002  4613     3
e   2002  4671     2
e   2002  4753     1
e   2002  4808     8
e   2002  5183    27
e   2002  5980     2
e   2002  6195     1
e   2002  6508     1
e   2002  6666    14
e   2002  6870    19
e   2002  7736     1
e   2002  8146     3
e   2002  8193     8
e   2002  8245    26
e   2002  8529    62
e   2002  8580     1
e   2002  8870     6
e   2002  8996    23
e   2002  9030     1
e   2002  9158    11
e   2002  9338     3
e   2002  9568     2
e   2002 10265     1
e   2002 10607     5
e   2002 10636     2
e   2002 11636     5
e   2002 11765    28
e   2002 11968     2
e   2002 12047     4
e   2002 12122     6
e   2002 12261     5
e   2002 12483     8
e   2002 12855     1
e   2002 12910    15
e   2002 12940     4
e   2002 13028     4
e   2002 13136     5
e   2002 13144    13
e   2002 13148     7
e   2013 11321     5
e   2013 12708     6
e   2037  7100     1
e   2037 10027     1
e   2045  3704     2
e   2045  4345     2
e   2045  4678     2
e   2045  6376     1
e   2045  6462     3
e   2045  6563     2
e   2045  6840     1
e   2045  7359     1
e   2045  8992     5
e   2045  8996     3
e   2045  9447     1
e   2045 10617     1
e   2045 11065     3
e   2045 11551     2
e   2045 12122     6
e   2045 12184     1
e   2045 12261     3
e   2045 12725     2
e   2051 10215     5
e   2051 11065     7
e   2051 11213     1
e   2051 12122     1
e   2055  8996     8
e   2055 10308     1
e   2055 11966     9
e   2055 13144     4
e   2056  2501     2
e   2056  2726     2
e   2056  5410     1
e   2056  6884     2
e   2056  7081     2
e   2056  7349     2
e   2056  8245     1
e   2056  8992     2
e   2056 11356    10
e   2056 12147     2
e   2056 12153     5
e   2056 12483     2
e   2058  2417     1
e   2058  2730     3
e   2058  2981     2
e   2058  3083     1
e   2058  3107     1
e   2058  3500     3
e   2058  3927     4
e   2058  4349     1
e   2058  5183     2
e   2058  5225     2
e   2058  5271     1
e   2058  5382     3
e   2058  6078     2
e   2058  7359     4
e   2058  7457     7
e   2058  8387     3
e   2058  8529     5
e   2058  8845     3
e   2058  8992     1
e   2058  9034     4
e   2058  9385     3
e   2058  9972     1
e   2058 10033     2
e   2058 10919     1
e   2058 11417     4
e   2058 11436     1
e   2058 12047     3
e   2058 12122     6
e   2058 12719     3
e   2058 12962    28
e   2063  4319     1
e   2063  4760     1
e   2063  9094     1
e   2063  9210     1
e   2063 11204     1
e   2063 12184     1
e   2068  8861     1
e   2068 11504     1
e   2080  3662     1
e   2080  3908     1
e   2080  8198     1
e   2080 10983     1
e   2090  7081     1
e   2090 11065     1
e   2091  5538     5
e   2091  6940     3
e   2091  7622     8
e   2091  7772     3
e   2091 12084     1
e   2093  2700     1
e   2093  8235     1
e   2100  3967     1
e   2100 12509     1
e   2102  7892     1
e   2107  4290     1
e   2107  7478     1
e   2107 10511     1
e   2112  3539     1
e   2112  3637     1
e   2112  4713     1
e   2112  5592     2
e   2112  8862     2
e   2112 10444     1
e   2112 10978     2
e   2112 11167     3
e   2112 11932     2
e   2112 12147     1
e   2116  3740     1
e   2116  4051     4
e   2116  4227     1
e   2116  4236     1
e   2116  4743     2
e   2116  4745     1
e   2116  5280     4
e   2116  5611     3
e   2116  5684     2
e   2116  5890     7
e   2116  6078     2
e   2116  7220     1
e   2116  7400     1
e   2116  7541     2
e   2116  7740     4
e   2116  8245     2
e   2116  8403     1
e   2116  8531     3
e   2116  8559     3
e   2116  8897     4
e   2116  8996     8
e   2116  9034     2
e   2116  9088    39
e   2116 11858    17
e   2116 11904     2
e   2116 11927     1
e   2116 12122     1
e   2116 12261     5
e   2116 12807     2
e   2116 12846     1
e   2116 12875     1
e   2116 12910     3
e   2116 12946     1
e   2121  4699     1
e   2121  5315     1
e   2121 10026     1
e   2121 11862     3
e   2121 11864     2
e   2122  9806     1
e   2126  8531     1
e   2126 11770     1
e   2132  8261     1
e   2132 11862     5
e   2134  4473     4
e   2134 12946     4
e   2135  3252    48
e   2135  5322     2
e   2135  6955     2
e   2135  8809     1
e   2135  9774     1
e   2135  9912    12
e   2135 12153    57
e   2135 12332     1
e   2136  2156     2
e   2136  7918     3
e   2136 11889     1
e   2142  3096     6
e   2142  4051     1
e   2142  4373     2
e   2142  4699     9
e   2142  6195     1
e   2142  7670     3
e   2142  7948     4
e   2142  8189     1
e   2142 10636     2
e   2142 11417     1
e   2142 12483    23
e   2144  2501     4
e   2144  3492     4
e   2144 13085     4
e   2145 11464     3
e   2150  4699     7
e   2151  2333     1
e   2151  3727     1
e   2151  4248     1
e   2156  3395     5
e   2156  6042     1
e   2156  7543     1
e   2156  7918     1
e   2156  9409     1
e   2156 10948     1
e   2156 11889     1
e   2157  3787     1
e   2157  7061     5
e   2157  7165     3
e   2157  8996     1
e   2157 10939     1
e   2157 13026     1
e   2167  3287     2
e   2167  4709     3
e   2167  6229     4
e   2167 12084     7
e   2167 12141     2
e   2169  8677     1
e   2169 13144     1
e   2169 13213     1
e   2170  4912     2
e   2170  6884     2
e   2170 12230     1
e   2172  2377     1
e   2172  2420     1
e   2172  4330     5
e   2172  4498     6
e   2172  4713     6
e   2172  5539     3
e   2172  6588   105
e   2172  6655     1
e   2172  6952     1
e   2172  8115     1
e   2172  8146    28
e   2172  8600     1
e   2172  8829     1
e   2172  8923     3
e   2172  8996     9
e   2172  9375     3
e   2172  9816     1
e   2172 10381     1
e   2172 10858     3
e   2172 10977     1
e   2172 11602     1
e   2172 11766     2
e   2172 11904     3
e   2172 12180     1
e   2172 12200     2
e   2172 12261    10
e   2172 12483    14
e   2172 13144     5
e   2174  2471     3
e   2174  2830     3
e   2174  4235     5
e   2174  4236     3
e   2174  7396     3
e   2174  8261     3
e   2174  8996     5
e   2174 11619     1
e   2174 12483    73
e   2174 13028     9
e   2178  2698     1
e   2178  4847     1
e   2178  7896     1
e   2181 12910     4
e   2182  5794     4
e   2182  8530     1
e   2182  8862     5
e   2182  9210    13
e   2182 10026     1
e   2182 10125     2
e   2182 10530     1
e   2182 10919     1
e   2182 11464     2
e   2182 12153    13
e   2182 12267     2
e   2186  2422    15
e   2186  4381     1
e   2186  8517    13
e   2186 11304    15
e   2186 12567     1
e   2186 13028    15
e   2187  3163     1
e   2187  3167     5
e   2187  6756     5
e   2189  7213     1
e   2189 11295     1
e   2189 12261     1
e   2191  2320     3
e   2191  3260     2
e   2191  7502     1
e   2200  2279     1
e   2200 13065     1
e   2202  2476     1
e   2202  6359     1
e   2202  9385     1
e   2205  2944     3
e   2205  3260     3
e   2205  7745     1
e   2205 11862     1
e   2205 12483     2
e   2224  3388     1
e   2224  7001     1
e   2224  8169     1
e   2224  8964     1
e   2224 12875     1
e   2225  3987     1
e   2225  4138     4
e   2225  6347     1
e   2225  8150     4
e   2225  8897     1
e   2225  9718     1
e   2225 12483    33
e   2232  4619     2
e   2232  5690     2
e   2232  6462     2
e   2232  7290     1
e   2232  8897     2
e   2232  8996     5
e   2232  9034     1
e   2232  9158     3
e   2243  3904     2
e   2243  7254     1
e   2243  7713     3
e   2243  9950     2
e   2243 10440     1
e   2243 10716     5
e   2243 12202     2
e   2243 12483    37
e   2243 12621     2
e   2251  4613     2
e   2251 11396     2
e   2258  2278     6
e   2258  3362     1
e   2258  3496     3
e   2258  3545     1
e   2258  4051     2
e   2258  4128     1
e   2258  4330     3
e   2258  4579     3
e   2258  4613     3
e   2258  4718     1
e   2258  5550     3
e   2258  5808     7
e   2258  5829     1
e   2258  5860     4
e   2258  7359     1
e   2258  7506     3
e   2258  7543     1
e   2258  8245     1
e   2258  8444    17
e   2258  8531     2
e   2258  9357     3
e   2258 10027     3
e   2258 10328     3
e   2258 10339     1
e   2258 10631     3
e   2258 10732     3
e   2258 11216     1
e   2258 12022     1
e   2258 12064     1
e   2258 12103     5
e   2258 12554     3
e   2258 12725     1
e   2258 13133     6
e   2258 13148     1
e   2261  8809     1
e   2261  9957     1
e   2261 11643     2
e   2261 12530     1
e   2261 13210     1
e   2278  3496     3
e   2278  4330     7
e   2278  4613     6
e   2278  5183     2
e   2278  5550     3
e   2278  5860     7
e   2278  7506     1
e   2278  7948     5
e   2278  8992     4
e   2278  9375     1
e   2278 10732     3
e   2278 12261     4
e   2278 12554     4
e   2279  4349     1
e   2279  6545     1
e   2279  7362     6
e   2279 11072     1
e   2279 12587     2
e   2279 12867     1
e   2293  4699     2
e   2306  5320     1
e   2309  2717     3
e   2309  3163     3
e   2309  9088    49
e   2309  9878     1
e   2309 10725     1
e   2309 12056     1
e   2315  2586     2
e   2315  4498     2
e   2315  8235     2
e   2315  8750     1
e   2315  9648     2
e   2315 11858     6
e   2317  7077     2
e   2317  7626     2
e   2317  9298     2
e   2317 11472     2
e   2317 12772     2
e   2320  2501    16
e   2320  2591     4
e   2320  2691    30
e   2320  2920    18
e   2320  3009     6
e   2320  3260     6
e   2320  3348     2
e   2320  3349     4
e   2320  3492     4
e   2320  3580     4
e   2320  3740     2
e   2320  3782     5
e   2320  4051     8
e   2320  4290     1
e   2320  4423     4
e   2320  4536     2
e   2320  4597    28
e   2320  5271     1
e   2320  5773     1
e   2320  6244     2
e   2320  6581     3
e   2320  6649     5
e   2320  6884     4
e   2320  7220     1
e   2320  7366     5
e   2320  7502     1
e   2320  7740     5
e   2320  8133     1
e   2320  8150     7
e   2320  8194     1
e   2320  8225    15
e   2320  8240    10
e   2320  8245     8
e   2320  8615     5
e   2320  8929     1
e   2320  8992     2
e   2320  8999     1
e   2320  9003     1
e   2320  9141     1
e   2320  9257     1
e   2320  9313     2
e   2320  9368     1
e   2320  9878     1
e   2320  9994     7
e   2320 10633     3
e   2320 10683     2
e   2320 10865     3
e   2320 11115     1
e   2320 11183     8
e   2320 11453     4
e   2320 11500     5
e   2320 11900     1
e   2320 11901     1
e   2320 12141    31
e   2320 12147     2
e   2320 12180     1
e   2320 12214     7
e   2320 12478     1
e   2320 12483    20
e   2320 12587     1
e   2320 13011     1
e   2320 13060     1
e   2320 13148     4
e   2323  2501     9
e   2323  4040     2
e   2323  4713    12
e   2323  5205     3
e   2323  7670     1
e   2323  8245     1
e   2323  8987     2
e   2323  8988     1
e   2323  9263     1
e   2323 11356     4
e   2323 12117     1
e   2323 13216     4
e   2331  2501     1
e   2331  4061     2
e   2332  4971     2
e   2332  8245     2
e   2332 10125     2
e   2332 10164     2
e   2332 11248     2
e   2332 11303     2
e   2332 11864     2
e   2332 13206     2
e   2333  3727     1
e   2333  4248     1
e   2341  8550     1
e   2341  9385     2
e   2341 10106     2
e   2341 10860     2
e   2341 11436     3
e   2342 11473     2
e   2342 13016     2
e   2343  2709    37
e   2343  5496     3
e   2343  6205    14
e   2343  6513    47
e   2343  9140     4
e   2343 10613     4
e   2343 10677    21
e   2343 10822    11
e   2343 12483    26
e   2343 12719    11
e   2348  4381     2
e   2349  3593     1
e   2349 10615     1
e   2349 10908     2
e   2349 11183     2
e   2357 11356     1
e   2357 12153     1
e   2358  4498     1
e   2358  5071     1
e   2359  5067     4
e   2359 10548     4
e   2361 13061     1
e   2365  8245     1
e   2366  3009     6
e   2366  3960     1
e   2366  8146     3
e   2366  8744     1
e   2366  8827     8
e   2366 10116     3
e   2366 12059     1
e   2366 12227     1
e   2366 12530     2
e   2366 12962     1
e   2369  2691     1
e   2370  5720     1
e   2370  8240     1
e   2377  2422     2
e   2377  2691     1
e   2377  4713     1
e   2377  8615     1
e   2377 11204     3
e   2377 12483     6
e   2383  6295     6
e   2383 10040     5
e   2383 10679     6
e   2396  5935    11
e   2396  7764     1
e   2396  9755    10
e   2396 10636    12
e   2396 10700     1
e   2397  3141    17
e   2397  7254     2
e   2399  9755     1
e   2399 12979     1
e   2403  2452     1
e   2403  4065     6
e   2403  5191     1
e   2403  7740     6
e   2403 11464     2
e   2406  9109     5
e   2412  9304     5
e   2417  2471     4
e   2417  3782     8
e   2417  4051     2
e   2417  4282     6
e   2417  4597     3
e   2417  4971     2
e   2417  7188     3
e   2417  7359     3
e   2417  7634     4
e   2417  7981     2
e   2417  8529     6
e   2417  8531     4
e   2417 10607    20
e   2417 10858     1
e   2417 12141     5
e   2417 12509     4
e   2417 12867     2
e   2417 12962     2
e   2417 13026     2
e   2417 13028     2
e   2420  2448     1
e   2420  6124     2
e   2420 11826     1
e   2422  2706     1
e   2422  3421     7
e   2422  3926     6
e   2422  4577     1
e   2422  5491     2
e   2422  6347     1
e   2422  6580    10
e   2422  7149     1
e   2422  7604     1
e   2422  7622     1
e   2422  8517    15
e   2422  8630     1
e   2422  9921     1
e   2422  9936     2
e   2422 10511     1
e   2422 10725     1
e   2422 11304    26
e   2422 11628     2
e   2422 12184     1
e   2422 13028    19
e   2422 13064     3
e   2425  5740     2
e   2425  6148     3
e   2425  7388     3
e   2425  8809     2
e   2425  9101     1
e   2425 10545    20
e   2425 11904     1
e   2425 11944     3
e   2425 12179     2
e   2425 13302     1
e   2429  3009     1
e   2429  9104     2
e   2429 11862     1
e   2437  4841     1
e   2437  6385    19
e   2437  9385    19
e   2446  8964     1
e   2446 10127     1
e   2446 12706     1
e   2448 11826     1
e   2452 12261     1
e   2454  2706     1
e   2454  4319     1
e   2454  6205     1
e   2454  6405     1
e   2454  8925     2
e   2454 10136     1
e   2454 13213     1
e   2455  6465    11
e   2455  7608     2
e   2465  5350     2
e   2465 10679     2
e   2467  7814     7
e   2467 13148     7
e   2471  3580    12
e   2471  7413     3
e   2471  7454     3
e   2471 11248     5
e   2471 12963     4
e   2475  3580     2
e   2475 10683     2
e   2475 12819     3
e   2476  6359     1
e   2476  9385     1
e   2476  9768     1
e   2496  7201     2
e   2496  8529     2
e   2496 12122     5
e   2498  6078     1
e   2498  6953     1
e   2498  6979     1
e   2498  8809     1
e   2498 12483    42
e   2501  2606     1
e   2501  2920     9
e   2501  3369     1
e   2501  3395     2
e   2501  3435    12
e   2501  3469     5
e   2501  3492     7
e   2501  3545     1
e   2501  3675     9
e   2501  3745     1
e   2501  3873     2
e   2501  3904     4
e   2501  3953     5
e   2501  4000     2
e   2501  4051     8
e   2501  4061     1
e   2501  4272     1
e   2501  4383     7
e   2501  4498     2
e   2501  4578     3
e   2501  4597     9
e   2501  4613    13
e   2501  4699     1
e   2501  5116     1
e   2501  5205     2
e   2501  5247     4
e   2501  5539     6
e   2501  5562     8
e   2501  5611     2
e   2501  5639     6
e   2501  5759     3
e   2501  5808    15
e   2501  5829     7
e   2501  6462     5
e   2501  6600    39
e   2501  6884    20
e   2501  7165     4
e   2501  7220     1
e   2501  7304     1
e   2501  7349     9
e   2501  7359    20
e   2501  7392     1
e   2501  7400     5
e   2501  7502     2
e   2501  7506     1
e   2501  7541    13
e   2501  7543    17
e   2501  7588     3
e   2501  7601     3
e   2501  7670     5
e   2501  7745     5
e   2501  7815     8
e   2501  8146     8
e   2501  8193     4
e   2501  8245   155
e   2501  8261     1
e   2501  8291     8
e   2501  8397    51
e   2501  8529     9
e   2501  8531    32
e   2501  8705     1
e   2501  8897     1
e   2501  8988     1
e   2501  8992    14
e   2501  8996    37
e   2501  9125     1
e   2501  9210    15
e   2501  9375     4
e   2501  9409     1
e   2501 10106     1
e   2501 10205     2
e   2501 10397     4
e   2501 10536     1
e   2501 10725     2
e   2501 10774     1
e   2501 10916     3
e   2501 10977     1
e   2501 11017    10
e   2501 11065     1
e   2501 11167    38
e   2501 11250     1
e   2501 11258     2
e   2501 11346     3
e   2501 11356     4
e   2501 11365     1
e   2501 11404     1
e   2501 11436     1
e   2501 11464    19
e   2501 11540     3
e   2501 11611     1
e   2501 11743     1
e   2501 11862     3
e   2501 11873     1
e   2501 11944     1
e   2501 12022     5
e   2501 12064     4
e   2501 12122     5
e   2501 12123     6
e   2501 12147     2
e   2501 12153     1
e   2501 12166     5
e   2501 12261     6
e   2501 12289     5
e   2501 12483    40
e   2501 12660     5
e   2501 12673     2
e   2501 12706     1
e   2501 12806     2
e   2501 12867     1
e   2501 12910    19
e   2501 12924     1
e   2501 13003     9
e   2501 13085     4
e   2501 13148    16
e   2504  8827     1
e   2504 12451     1
e   2505  6539     1
e   2505  7670     1
e   2505 11916     1
e   2507  3579     1
e   2507  5271     1
e   2507  5684     1
e   2507  5720     2
e   2507  7051     3
e   2507  9205     1
e   2507 10703     1
e   2507 12875    26
e   2508  4699     1
e   2508  6148    13
e   2508  7740    20
e   2508 10977     3
e   2508 11115     8
e   2508 12483    21
e   2510 12875     8
e   2510 13144    14
e   2512  2739     1
e   2512  2751     2
e   2512  4071     1
e   2512  4285     1
e   2512  4489     1
e   2512  4597     2
e   2512  4633     1
e   2512  5277     5
e   2512  5491     1
e   2512  6195     2
e   2512  6197     6
e   2512  7028     3
e   2512  7206     2
e   2512  7506     2
e   2512  8764     2
e   2512  8809     2
e   2512  9946     2
e   2512 10091     7
e   2512 10397     2
e   2512 10965     2
e   2526  3349     7
e   2526 10027     9
e   2526 11250    16
e   2526 12097     1
e   2553  4483     2
e   2553  9158     2
e   2560  4775     1
e   2560  9565     1
e   2562  4790     1
e   2562  8150     1
e   2562  9385     1
e   2562 10636     1
e   2562 11864     1
e   2567  5055     5
e   2567  8530     5
e   2567  8992     5
e   2567 10636     5
e   2567 12468     5
e   2568  2717     1
e   2568  4597     6
e   2568  5808     1
e   2568  7457    14
e   2568  8500     1
e   2568 12483     9
e   2574 10636     1
e   2576  6840     1
e   2576  8837     1
e   2576 10530     1
e   2576 11826     1
e   2578  3496     1
e   2578  4678     4
e   2578  5860    15
e   2578  6870     1
e   2578  7506     3
e   2578 11065    16
e   2580  4597     4
e   2580  8992     4
e   2583  9341     1
e   2586  4498     2
e   2586  9648     2
e   2586 11858     2
e   2589 11862     2
e   2591  2691     1
e   2591  2700     1
e   2591  2730     4
e   2591  2884     1
e   2591  4753     1
e   2591  5622     5
e   2591  5690     1
e   2591  7815     1
e   2591  8235     2
e   2591  8559     5
e   2591  8775     1
e   2591  8964     5
e   2591  8996     2
e   2591  9147     1
e   2591 10027     1
e   2591 11840     1
e   2591 11864    29
e   2591 12261     1
e   2591 12875     3
e   2598  5684     1
e   2598  6462     1
e   2598  8897     1
e   2598 11151     1
e   2598 11563     1
e   2598 12603     1
e   2602  5721     1
e   2602  8529     1
e   2606  2702     3
e   2606  3465     1
e   2606  3904    24
e   2606  3905     1
e   2606  4330     2
e   2606  4713     6
e   2606  8444     1
e   2606 12483    17
e   2606 12660     1
e   2606 13003    24
e   2611  3217     1
e   2611  4040     1
e   2611  5579     2
e   2611  5608     2
e   2611 10307     2
e   2616  2730     5
e   2616  6042     4
e   2619  3748    29
e   2619  7622     1
e   2619  9120     4
e   2622  3675     1
e   2622  5278     1
e   2622 12117     1
e   2628  3234     2
e   2628  4004     2
e   2638  3302    11
e   2638 12875    29
e   2640 11563     5
e   2640 12609    11
e   2640 12903     6
e   2640 13225     5
e   2648  4613     8
e   2648  5096     3
e   2648  7051     3
e   2648 12122    23
e   2648 12910     1
e   2648 13148     8
e   2651  6835     2
e   2651 11464     2
e   2657  2724     2
e   2663  3160     1
e   2663  7669     1
e   2663  8441     1
e   2663 10916     1
e   2663 12123     1
e   2673  3675    14
e   2673  4095     1
e   2673  7541     8
e   2673 10908     1
e   2673 13065     8
e   2682  2944     1
e   2682  8116     1
e   2682  9447     1
e   2684  8992     1
e   2684 11065     7
e   2684 11947     4
e   2691  3435     2
e   2691  4229     1
e   2691  7740    19
e   2691  7896     1
e   2691  8150     5
e   2691  8530     1
e   2691  8559     2
e   2691  8615     4
e   2691  8988     1
e   2691  9210     1
e   2691 10636     1
e   2691 11204     1
e   2691 11346     1
e   2694  3131     1
e   2694  6244     1
e   2694 10221     2
e   2694 11183     1
e   2694 11356     1
e   2694 12483     8
e   2698  3322     6
e   2698  4058     1
e   2698  4847     1
e   2698  5690     2
e   2698  6038     1
e   2698  6197     1
e   2698  7362     1
e   2698  7896     1
e   2698  8455     1
e   2698  8531    10
e   2698  8925     1
e   2698  9270     2
e   2698 10125     3
e   2698 12261     2
e   2700  8235     1
e   2700  8559     3
e   2700  8996     1
e   2700  9218     2
e   2701  8541     1
e   2701  8650     2
e   2701 11695     1
e   2701 13144     3
e   2702  3209     1
e   2702  3579     9
e   2702  3727     1
e   2702  4699    17
e   2702  4810    15
e   2702  5183     1
e   2702  5684    32
e   2702  5690    38
e   2702  6195     1
e   2702  6197     1
e   2702  6462    47
e   2702  8559     2
e   2702  9158    41
e   2702 11183     3
e   2702 12022     3
e   2702 12147    15
e   2702 12483     6
e   2706  3438     3
e   2706  4208     1
e   2706  4613    13
e   2706  8925     1
e   2706  9954     3
e   2706 11955    12
e   2706 12809    12
e   2707  2944     1
e   2707 11904     1
e   2709  6205    27
e   2709 10677    46
e   2709 11947     1
e   2709 12719     8
e   2710  4282     6
e   2710 11417     4
e   2717  3163     3
e   2717  3904     3
e   2717  4236     5
e   2717  4373     1
e   2717  4383     1
e   2717  7670     1
e   2717  8845     6
e   2717  9088     3
e   2717 11757     4
e   2717 12179     1
e   2724  3088     1
e   2724  4106     1
e   2724  4141     2
e   2724  4398     1
e   2724  4919     1
e   2724  6205     9
e   2724  6244    39
e   2724  6580     1
e   2724  6919     1
e   2724  8150     4
e   2724 10081     1
e   2724 11495     1
e   2724 11710     2
e   2724 11868     1
e   2724 12483     3
e   2724 12940     2
e   2726  4345     1
e   2726  4549     7
e   2726  5829     1
e   2726  5877     2
e   2726  6952     1
e   2726  8780     1
e   2726  8830     4
e   2726 11356     2
e   2726 11464     2
e   2726 11540     1
e   2726 11960     2
e   2726 11966     2
e   2726 12153     5
e   2726 12255     1
e   2726 12603     6
e   2730  3637    13
e   2730  4765     4
e   2730  6042     5
e   2730  7206     3
e   2730  7973     4
e   2730  8670     4
e   2730  9945     2
e   2730 12261     3
e   2730 12483     8
e   2730 12867    13
e   2733  8964     1
e   2739 13136     1
e   2751  3469     4
e   2751 12122     2
e   2751 12306     2
e   2751 13148     2
e   2753  3637     1
e   2753  4139     1
e   2753  9873     1
e   2764  4040     1
e   2764  5005     1
e   2764  7654     1
e   2764  7984     1
e   2764 10939     1
e   2764 12483     1
e   2765  8615     4
e   2765  9158     4
e   2767  3009     1
e   2767 12934     1
e   2780  2982     1
e   2780  4865     1
e   2780  5658     2
e   2780  6923     3
e   2780  8245     2
e   2780  9158     3
e   2780  9816     1
e   2780 10636    24
e   2781  3960     4
e   2781  7740     3
e   2781  8870     3
e   2781  8923     3
e   2781 13144     1
e   2791  4330     2
e   2791  7654     2
e   2791  8216     1
e   2791  9584     5
e   2791 12305    17
e   2794  3904     1
e   2794 11757     1
e   2796  3087     5
e   2796  3387    12
e   2796  4760    10
e   2796  7499     1
