c  DAYS-w instance, from daysall.net file
c  Vertices in file daysall-vertices0.dat
c  Edges in file daysall-edges0.dat
c  
p edges  13308     62137
e    775 12649     1
e    775 12797     1
e    775 12875    12
e    775 12903     1
e    775 12910    31
e    775 12931     2
e    775 12934     1
e    775 13006     4
e    776  2172     1
e    776 10984     1
e    779  9591     7
e    782  3511     1
e    782  8264     1
e    782  9534     1
e    783  6078     1
e    783  8121     1
e    785  4330     2
e    785  8541     2
e    785  8570     1
e    785  9129     2
e    785  9167     2
e    785  9616     1
e    786  5501     1
e    786  7772     1
e    786  8687     1
e    786  9410     1
e    786 11346     1
e    786 12038     1
e    788  7487     1
e    788  7878     1
e    788  9158     1
e    788 13259     1
e    789  1961     1
e    789  7289     4
e    789  7489     2
e    789 12835     4
e    789 12852     4
e    789 12853     1
e    791  3048     1
e    791  9034     3
e    791 10982     3
e    791 13134     3
e    791 13143     1
e    792  1459     1
e    792  3091     1
e    792  4383     3
e    792  5280     1
e    792  7654     1
e    792  7991     1
e    792  8530     2
e    792 11417     1
e    792 11464     2
e    792 12483     1
e    793  6897     1
e    793  8311     2
e    793 10945     1
e    794  3114     1
e    794  4750     6
e    794  5658     7
e    794  6117     2
e    794  6867     1
e    794  7220     7
e    794  7382     2
e    794  7523     1
e    794  8992     3
e    794  9263     2
e    794 13134     1
e    795   885     1
e    795  1164     1
e    795  2780     1
e    795  4786     1
e    795  5111     1
e    795  5865     1
e    795  9180     1
e    795 10483     1
e    796  2948     1
e    796 12261     1
e    797  7676     1
e    797 10053     1
e    797 12417     1
e    797 13136     1
e    799  5867     1
e    799  7012     1
e    799  7541     2
e    799  7650     1
e    799  7957     2
e    799 10948     1
e    799 11850     2
e    801  1089     1
e    801  1792     2
e    801  1800     2
e    801  2225     1
e    801  4699     8
e    801  7041     2
e    801  8820    10
e    801 11205     2
e    801 11464     1
e    801 11672     1
e    801 12483     1
e    802  5837     2
e    802  9625     2
e    802 10125     2
e    802 11864     2
e    805  2001     2
e    805  8992     2
e    806  2652     1
e    806  3163     1
e    806  3180     1
e    806  3740     1
e    806  7349     1
e    806  8786     1
e    806  8928     1
e    806  8943     1
e    806 11064     1
e    806 11248     1
e    806 12955     1
e    807  5096     1
e    807  6031     1
e    807  6042     1
e    807  8598     1
e    807 10106     1
e    808   821     1
e    808  1921     4
e    808  2004     1
e    808  2352     1
e    808  2430     3
e    808  2501     4
e    808  2611     1
e    808  2942     2
e    808  3215     2
e    808  3217     1
e    808  3313     1
e    808  3438     1
e    808  3473     1
e    808  4310     1
e    808  4354     1
e    808  4790     3
e    808  4841     3
e    808  5146     1
e    808  5183     2
e    808  6051     1
e    808  6337     7
e    808  6390     2
e    808  6588     2
e    808  6940     1
e    808  6955     1
e    808  7145     1
e    808  7379     1
e    808  7405     1
e    808  7772     1
e    808  7992     2
e    808  8025     9
e    808  8027     1
e    808  8162     1
e    808  8215     4
e    808  8240     3
e    808  8424     1
e    808  8794    39
e    808  9379     1
e    808  9677     7
e    808 10412     1
e    808 10491     7
e    808 10511     2
e    808 10539     1
e    808 10731     1
e    808 11204     2
e    808 11248     1
e    808 11352     3
e    808 11397     1
e    808 11589     2
e    808 11757    46
e    808 11955     1
e    808 12334     2
e    808 12483    36
e    808 12704     1
e    808 12962     4
e    808 12999     2
e    808 13266     5
e    809  9212     1
e    809 10436     1
e    810  2867     1
e    810 11360     1
e    813  2430     2
e    813  5997     2
e    814  2063     1
e    814  2182     2
e    814  4718     1
e    814  5808     3
e    814  8923     2
e    814  8992     4
e    814  9368     1
e    814 11295     1
e    814 11367     2
e    814 12758     1
e    814 12931     1
e    815  3267     1
e    815  6603     2
e    815  7432     1
e    817 10176     1
e    820   821     5
e    820   826     1
e    820   881     1
e    820   882     1
e    820   999     1
e    820  1058     1
e    820  1200    98
e    820  1246     1
e    820  1281     4
e    820  1416     8
e    820  1419     1
e    820  1562     1
e    820  1721     2
e    820  1756     2
e    820  1800     1
e    820  2001     5
e    820  2116     2
e    820  2136     4
e    820  2320     1
e    820  2323     2
e    820  2423     1
e    820  2490     1
e    820  2501     2
e    820  2508     7
e    820  2543     1
e    820  2604     1
e    820  2684     1
e    820  2697     1
e    820  2730     3
e    820  2751     4
e    820  2780     3
e    820  2829     2
e    820  2965     4
e    820  2987     1
e    820  3114     2
e    820  3116     1
e    820  3156     2
e    820  3260     8
e    820  3292     9
e    820  3301     2
e    820  3319     1
e    820  3348     4
e    820  3484     1
e    820  3496     2
e    820  3497     2
e    820  3502     1
e    820  3652     1
e    820  3665     1
e    820  3922     1
e    820  3960     1
e    820  4046     1
e    820  4102    10
e    820  4148     2
e    820  4168     1
e    820  4227     2
e    820  4248     1
e    820  4359     1
e    820  4383     2
e    820  4407     4
e    820  4423     5
e    820  4528     1
e    820  4577     5
e    820  4597     8
e    820  4790     1
e    820  4791     1
e    820  4808     4
e    820  4868     4
e    820  4885     7
e    820  4941     1
e    820  5150    21
e    820  5217     1
e    820  5277     2
e    820  5475     1
e    820  5562     4
e    820  5572     1
e    820  5658     6
e    820  5743     2
e    820  5759     4
e    820  5781     4
e    820  5829     4
e    820  5866     1
e    820  5868     2
e    820  6031     1
e    820  6038     1
e    820  6042     2
e    820  6064     1
e    820  6140     1
e    820  6160     2
e    820  6243     5
e    820  6338     1
e    820  6347     6
e    820  6900     1
e    820  6940     8
e    820  7010     2
e    820  7051     3
e    820  7165     1
e    820  7217     1
e    820  7359     1
e    820  7382     8
e    820  7570     1
e    820  7670     1
e    820  7716     3
e    820  7725     5
e    820  7738     2
e    820  7740     5
e    820  7775     3
e    820  7814     3
e    820  7828     3
e    820  7892     1
e    820  7899     2
e    820  8025     4
e    820  8075     7
e    820  8162     2
e    820  8235     1
e    820  8394     8
e    820  8531     2
e    820  8787     1
e    820  8883     1
e    820  8922     1
e    820  8923     1
e    820  8996    31
e    820  8999     5
e    820  9082     1
e    820  9141     2
e    820  9218     4
e    820  9270     4
e    820  9313     4
e    820  9326     2
e    820  9362     1
e    820  9375    23
e    820  9384     4
e    820  9447     5
e    820  9564     1
e    820  9568     2
e    820  9659     2
e    820  9734     1
e    820  9823     1
e    820  9896     1
e    820  9922     1
e    820  9984     2
e    820 10040     5
e    820 10048     2
e    820 10078     2
e    820 10087     1
e    820 10090     3
e    820 10093     3
e    820 10110     1
e    820 10125     1
e    820 10130     7
e    820 10176     2
e    820 10385     2
e    820 10511     1
e    820 10539     1
e    820 10631     1
e    820 10697     1
e    820 10705     2
e    820 10725     1
e    820 10815     1
e    820 10821     1
e    820 10871     1
e    820 10916     5
e    820 10982     1
e    820 11111     2
e    820 11160     1
e    820 11163     4
e    820 11183     1
e    820 11220     1
e    820 11223     1
e    820 11238     5
e    820 11258     1
e    820 11303     2
e    820 11346     1
e    820 11372     2
e    820 11478     8
e    820 11490     3
e    820 11504     1
e    820 11612     4
e    820 11695     9
e    820 11757     3
e    820 11805     1
e    820 11862     2
e    820 11896     1
e    820 11900     3
e    820 11901     8
e    820 11910     1
e    820 11966     1
e    820 11968     4
e    820 12084     2
e    820 12122     1
e    820 12261     2
e    820 12301     2
e    820 12476     2
e    820 12477     1
e    820 12483    25
e    820 12587     1
e    820 12730     1
e    820 12736     1
e    820 12767     1
e    820 12797     9
e    820 12814     1
e    820 12819     1
e    820 12875    28
e    820 12910     3
e    820 12934     4
e    820 12963     6
e    820 12972     1
e    820 13003     7
e    820 13008     1
e    820 13144     9
e    820 13206     1
e    820 13216     4
e    820 13302     1
e    821   879     4
e    821   965     1
e    821   968     1
e    821   985     2
e    821  1002     1
e    821  1028    26
e    821  1029     2
e    821  1100     1
e    821  1150     7
e    821  1164     7
e    821  1200    82
e    821  1206     2
e    821  1207     4
e    821  1210     3
e    821  1228     1
e    821  1247    11
e    821  1258     2
e    821  1318     1
e    821  1459    19
e    821  1470     2
e    821  1484     4
e    821  1513     6
e    821  1564     1
e    821  1573     1
e    821  1665     5
e    821  1746     8
e    821  1792     7
e    821  1801     1
e    821  1824     2
e    821  1857     1
e    821  1931     1
e    821  1961     2
e    821  2001     1
e    821  2002     3
e    821  2058     2
e    821  2061     1
e    821  2100     1
e    821  2136     4
e    821  2157     2
e    821  2172     3
e    821  2205     1
e    821  2243     4
e    821  2258     3
e    821  2279     4
e    821  2291     1
e    821  2320     5
e    821  2348     2
e    821  2351     1
e    821  2359     1
e    821  2396     2
e    821  2447     1
e    821  2449     1
e    821  2469     1
e    821  2498    12
e    821  2501     5
e    821  2507    13
e    821  2508     2
e    821  2591     6
e    821  2592     1
e    821  2611     1
e    821  2648     1
e    821  2701     1
e    821  2717     1
e    821  2730     6
e    821  2778     5
e    821  2780     3
e    821  2799     4
e    821  2808     3
e    821  2829     1
e    821  2846     1
e    821  2876     1
e    821  2920     7
e    821  2928     1
e    821  3009    11
e    821  3017     1
e    821  3096     1
e    821  3149     2
e    821  3209     2
e    821  3215     4
e    821  3217     1
e    821  3247     2
e    821  3260     7
e    821  3292     8
e    821  3301     1
e    821  3319     7
e    821  3348     9
e    821  3389     4
e    821  3392     2
e    821  3393     1
e    821  3438     2
e    821  3447     1
e    821  3457     2
e    821  3458     1
e    821  3469     1
e    821  3544     2
e    821  3580     2
e    821  3593     3
e    821  3661     2
e    821  3665     2
e    821  3691     1
e    821  3922     2
e    821  3927     8
e    821  3940     3
e    821  3945     1
e    821  3967     1
e    821  4007     1
e    821  4040     5
e    821  4071     9
e    821  4112     4
e    821  4129     4
e    821  4156     1
e    821  4174     1
e    821  4248     2
e    821  4259     1
e    821  4261     1
e    821  4282     6
e    821  4308     1
e    821  4340     3
e    821  4342     4
e    821  4343     1
e    821  4353     1
e    821  4383     4
e    821  4407     2
e    821  4423     2
e    821  4483     2
e    821  4489    10
e    821  4526     5
e    821  4528     1
e    821  4574     2
e    821  4577     1
e    821  4592     1
e    821  4597     5
e    821  4627     6
e    821  4671    50
e    821  4691     2
e    821  4699     2
e    821  4728     1
e    821  4760    16
e    821  4770     7
e    821  4851     1
e    821  4885     7
e    821  4930     2
e    821  4989     1
e    821  5007     2
e    821  5031     1
e    821  5096     4
e    821  5183    19
e    821  5225     8
e    821  5254     1
e    821  5256     3
e    821  5277    21
e    821  5291     1
e    821  5300     2
e    821  5315     3
e    821  5395     1
e    821  5448     2
e    821  5505     1
e    821  5550     5
e    821  5560     1
e    821  5562     1
e    821  5570     1
e    821  5598     7
e    821  5611     1
e    821  5613     1
e    821  5690     1
e    821  5719     1
e    821  5720     5
e    821  5721     2
e    821  5759     8
e    821  5765     2
e    821  5781     1
e    821  5799     1
e    821  5860     2
e    821  5867     1
e    821  5978     1
e    821  5980     1
e    821  6031    28
e    821  6048     1
e    821  6070     2
e    821  6148     3
e    821  6183     2
e    821  6184     4
e    821  6205     1
e    821  6216     1
e    821  6231     8
e    821  6260     1
e    821  6292     1
e    821  6298     1
e    821  6337     2
e    821  6349     1
e    821  6353     1
e    821  6390     2
e    821  6414     1
e    821  6452     2
e    821  6465     2
e    821  6476     3
e    821  6530     2
e    821  6579     1
e    821  6599     1
e    821  6610     2
e    821  6710     4
e    821  6719     3
e    821  6870     4
e    821  6884     7
e    821  6897     2
e    821  6900    10
e    821  6920     1
e    821  6927     2
e    821  6940     6
e    821  6941     1
e    821  6952     2
e    821  7037    12
e    821  7051    18
e    821  7069     1
e    821  7116     1
e    821  7165     6
e    821  7206     2
e    821  7299     1
e    821  7360     8
e    821  7373     1
e    821  7457     6
e    821  7505     2
e    821  7516     3
e    821  7585     2
e    821  7588     4
e    821  7608     1
e    821  7609     2
e    821  7622     7
e    821  7650     4
e    821  7716     4
e    821  7725     2
e    821  7740    21
e    821  7745     4
e    821  7772     5
e    821  7835     1
e    821  7918     5
e    821  8075     9
e    821  8146     4
e    821  8150     3
e    821  8200     4
e    821  8225     1
e    821  8240     6
e    821  8245     2
e    821  8247     1
e    821  8252     4
e    821  8260     4
e    821  8291     2
e    821  8387     6
e    821  8410     5
e    821  8411     6
e    821  8517     4
e    821  8531    11
e    821  8541     1
e    821  8627     5
e    821  8647     1
e    821  8650     1
e    821  8652     1
e    821  8658     1
e    821  8677     1
e    821  8915     9
e    821  8916    10
e    821  8920     3
e    821  8943     1
e    821  8950     2
e    821  8964     3
e    821  8992     1
e    821  8996   161
e    821  8999    29
e    821  9034     2
e    821  9060     1
e    821  9147     4
e    821  9157     2
e    821  9187     6
e    821  9210     1
e    821  9212     6
e    821  9219     4
e    821  9221     8
e    821  9263     1
e    821  9269     4
e    821  9312     4
e    821  9313     7
e    821  9326     1
e    821  9337     9
e    821  9369     4
e    821  9375    70
e    821  9380     4
e    821  9385    11
e    821  9387     1
e    821  9415     1
e    821  9425     1
e    821  9444     2
e    821  9447     1
e    821  9453     2
e    821  9468     1
e    821  9519     3
e    821  9521     5
e    821  9524     2
e    821  9530     1
e    821  9537     1
e    821  9563     1
e    821  9568    12
e    821  9659     4
e    821  9700     1
e    821  9725     1
e    821  9739     2
e    821  9757     2
e    821  9806     2
e    821  9826     3
e    821  9850     1
e    821  9878     1
e    821  9881    24
e    821  9902     2
e    821  9967     4
e    821 10026     1
e    821 10046     3
e    821 10064     1
e    821 10078     2
e    821 10090     6
e    821 10091     1
e    821 10101     3
e    821 10125     2
e    821 10136     1
e    821 10284     7
e    821 10397     5
e    821 10401     5
e    821 10409     1
e    821 10488     3
e    821 10497     2
e    821 10530     2
e    821 10544     1
e    821 10578     1
e    821 10636    17
e    821 10679     1
e    821 10680     1
e    821 10688     7
e    821 10703     3
e    821 10732     3
e    821 10793     1
e    821 10797     1
e    821 10858     3
e    821 10862     2
e    821 10884     1
e    821 10889     3
e    821 10916     3
e    821 10931     1
e    821 11008     1
e    821 11055     4
e    821 11101     4
e    821 11111    21
e    821 11122     1
e    821 11149     2
e    821 11163     1
e    821 11215     2
e    821 11220     5
e    821 11238     7
e    821 11318     1
e    821 11346     2
e    821 11372     3
e    821 11385    11
e    821 11401     1
e    821 11417     5
e    821 11478    10
e    821 11498     2
e    821 11558     1
e    821 11589     5
e    821 11612     9
e    821 11613     1
e    821 11633     1
e    821 11640     1
e    821 11695    14
e    821 11698     1
e    821 11701     1
e    821 11710     2
e    821 11795    10
e    821 11805     1
e    821 11843     1
e    821 11858     1
e    821 11872     1
e    821 11900     5
e    821 11901     6
e    821 11904     7
e    821 11916     2
e    821 11927     3
e    821 11944     1
e    821 11966    10
e    821 11968     8
e    821 11972     3
e    821 12001     4
e    821 12022     8
e    821 12103     1
e    821 12117     4
e    821 12137     2
e    821 12149     3
e    821 12155     2
e    821 12180     1
e    821 12186     3
e    821 12244     2
e    821 12261     5
e    821 12282     7
e    821 12389     1
e    821 12474     8
e    821 12483    26
e    821 12506     1
e    821 12509     4
e    821 12542     3
e    821 12563     1
e    821 12587    11
e    821 12598     1
e    821 12603     6
e    821 12649     2
e    821 12669     2
e    821 12681     4
e    821 12705     1
e    821 12719     1
e    821 12725     7
e    821 12743     1
e    821 12744     3
e    821 12765     1
e    821 12819     1
e    821 12855     1
e    821 12875    15
e    821 12910     8
e    821 12934    11
e    821 12946     4
e    821 12955     2
e    821 12962     5
e    821 12967     1
e    821 13019     1
e    821 13028     2
e    821 13049     1
e    821 13062     1
e    821 13130     2
e    821 13134     7
e    821 13136     8
e    821 13144    10
e    821 13148     1
e    821 13216     4
e    825  1710     4
e    825  1851     4
e    825  4699     4
e    825  5684     4
e    825  6189     4
e    825  6464     4
e    825  8781     4
e    825 13148     4
e    826   842     8
e    826  1200     6
e    826  1209     1
e    826  1348    11
e    826  1758     1
e    826  1780    18
e    826  1841     2
e    826  1895     1
e    826  2116     1
e    826  2320     1
e    826  2528     1
e    826  2591     1
e    826  2651     1
e    826  2693     2
e    826  2920     2
e    826  2965    11
e    826  3387     1
e    826  3447     1
e    826  3473     1
e    826  4256     1
e    826  4362     1
e    826  4602     1
e    826  4699    70
e    826  4810     1
e    826  4886     2
e    826  5019     4
e    826  5521     1
e    826  5684     3
e    826  5690     8
e    826  6031     1
e    826  6117     1
e    826  6243     1
e    826  6462    11
e    826  6464    10
e    826  6470     2
e    826  6825     1
e    826  7025     1
e    826  7028     1
e    826  7157     1
e    826  7201     2
e    826  7206     1
e    826  7283     1
e    826  7670     1
e    826  7787     2
e    826  8400     1
e    826  8530     1
e    826  8531     1
e    826  8559     1
e    826  8897     8
e    826  8996     3
e    826  9088     1
e    826  9120     8
e    826  9158    20
e    826  9296     1
e    826  9695     1
e    826  9867     2
e    826  9878     1
e    826 10636     1
e    826 10985     1
e    826 11249     4
e    826 11646     2
e    826 11670     3
e    826 11836     1
e    826 11864     2
e    826 11917     1
e    826 11966     1
e    826 12261     4
e    826 12346     4
e    826 12476     3
e    826 12478     5
e    826 13003     1
e    826 13144     2
e    827  2834     1
e    827 10948     1
e    827 11611     1
e    827 12888     1
e    828  3704     1
e    828  5277     1
e    828  8370     1
e    828  9967     1
e    828 11248     1
e    828 12807     2
e    828 12962     1
e    831  2001     1
e    835  6940     1
e    835  8568     1
e    836  2172     5
e    836  6523     2
e    836  8264     2
e    836  9912     1
e    836 11464     1
e    838  4332     1
e    838  4619     1
e    838 12946     5
e    839  1680     1
e    839  2055     1
e    839  2333     1
e    839  2407     1
e    839  3083     1
e    839  3163     1
e    839  3430     2
e    839  3782     1
e    839  3927     1
e    839  4176     2
e    839  4489     1
e    839  5611     1
e    839  5638     1
e    839  5786     1
e    839  5860     2
e    839  6117     3
e    839  6195     1
e    839  6197     2
e    839  6495     1
e    839  6884     3
e    839  6939     1
e    839  7028     1
e    839  7716     1
e    839  7902     5
e    839  8999     1
e    839  9820     1
e    839  9827     1
e    839 10934    10
e    839 11055     5
e    839 11532     1
e    839 11944     1
e    839 12022     5
e    839 12205     1
e    839 12889     1
e    839 13134     2
e    840  1150     1
e    840  2232     1
e    840  6867     2
e    840  7448     1
e    840  8051     1
e    840 10848     3
e    841  4930     1
e    841  7457     1
e    841  8334     1
e    841 12022     3
e    842  1028     4
e    842  2698     2
e    842  2963     3
e    842  2965    15
e    842  6944     4
e    842  7028     1
e    842  7206     3
e    842  7988     4
e    842  8261     2
e    842  8461     2
e    842  9158     2
e    842 10627     4
e    842 12346     1
e    842 12476     6
e    842 12478     1
e    844 12143     1
e    845  2116     1
e    845  2225     1
e    845  5382     1
e    845  6051     1
e    845  6341     2
e    845  8897     6
e    845  9718     2
e    845 10058     1
e    845 10725     3
e    845 11251     1
e    845 11710     1
e    845 12153     9
e    845 12483     1
e    845 12670     1
e    845 12910     1
e    845 12962     3
e    846  6031     2
e    846 12476     2
e    848  1209     3
e    848  4699     3
e    848  7309     3
e    848 11670     3
e    849  2501     2
e    849  8193     2
e    850  2446     1
e    850  8996     1
e    850 10127     1
e    850 12706     1
e    851  2116     1
e    851  3243     1
e    851  3473     1
e    851  4775     1
e    851  5860     1
e    851  7136     1
e    851  8870     1
e    851  9610     1
e    851 11968     1
e    851 12001     1
e    851 12483     1
e    852  1156     1
e    852  1187     1
e    852  1200     2
e    852  1206     1
e    852  1272     2
e    852  1283     1
e    852  1351     1
e    852  1416     1
e    852  1540     1
e    852  1548     1
e    852  1757     1
e    852  1780     2
e    852  1961     1
e    852  2072     1
e    852  2135     2
e    852  2136     1
e    852  2408     1
e    852  2430     3
e    852  2523     1
e    852  2591     1
e    852  2626     2
e    852  2985     1
e    852  3009     2
e    852  3136     1
e    852  3212     1
e    852  3285     1
e    852  3348     6
e    852  3369     1
e    852  3383     1
e    852  3574     1
e    852  3741     1
e    852  3922     1
e    852  4214     2
e    852  4248     3
e    852  4310     1
e    852  4319     1
e    852  4423     3
e    852  4597     3
e    852  4770     4
e    852  4856     1
e    852  4915     1
e    852  5086     2
e    852  5129     1
e    852  5132     3
e    852  5277     2
e    852  5280     3
e    852  5492     1
e    852  5929     1
e    852  6042     1
e    852  6080     4
e    852  6081     2
e    852  6085     2
e    852  6133     1
e    852  6195     2
e    852  6205     4
e    852  6298     1
e    852  6347     1
e    852  6414     1
e    852  6816     1
e    852  7206     1
e    852  7502     1
e    852  7613     2
e    852  7650     1
e    852  7740     6
e    852  7991     1
e    852  8301     1
e    852  8394     1
e    852  8444     2
e    852  8456     1
e    852  8509     1
e    852  8531     3
e    852  8809     2
e    852  8826     1
e    852  8992     1
e    852  9080     1
e    852  9212     4
e    852  9375     3
e    852  9760     1
e    852  9816     1
e    852 10365     1
e    852 10443     1
e    852 10497     1
e    852 10509     1
e    852 10511     2
e    852 10636     2
e    852 10928     1
e    852 11172     1
e    852 11233     1
e    852 11890     1
e    852 12001     1
e    852 12483    11
e    852 12587     1
e    852 12860     1
e    852 12910     3
e    852 12931     1
e    853 10026     1
e    853 10039     1
e    855  4154     1
e    855  4673     1
e    856  2366     1
e    856  8794     1
e    856  9218     1
e    857  2751     1
e    857 11238     1
e    858  2207     2
e    858  4099     2
e    858  7050     2
e    858 10725     2
e    859  6819     1
e    859 11304     1
e    864  1089     1
e    864  4007     2
e    864  6919     9
e    864  8264     1
e    864  8650     9
e    864  9219     1
e    864 10027     1
e    864 11339     4
e    864 11485     4
e    865  2423     1
e    865  4624     1
e    865  7454     1
e    865 10161     1
e    869  9429     1
e    869 13247     1
e    870  2186    16
e    870  2245     1
e    870  2422    15
e    870  2501     1
e    870  3421     1
e    870  4317     2
e    870  4533     2
e    870  5884     2
e    870  6117     1
e    870  8245     1
e    870  8517    13
e    870 10516     1
e    870 11304    16
e    870 11627     2
e    870 11836     1
e    870 13028    13
e    871  1459    11
e    871  6462     2
e    871  8992     2
e    871  9375     3
e    876  4572     1
e    878  2245     3
e    878  2403     1
e    878  2595     1
e    878  3252     2
e    878  6341     1
e    878  8883     1
e    878 11928     1
e    878 13186     1
e    879  1029     3
e    879  1200     7
e    879  2001     1
e    879  3035     1
e    879  3281     4
e    879  4489     4
e    879  5249     1
e    879  5280     4
e    879  6719     3
e    879  7069     1
e    879  7802     3
e    879  8146     4
e    879  8171     1
e    879  8245     1
e    879  8996     3
e    879  9447     1
e    879  9711     1
e    879 10077     1
e    879 10090     4
e    879 10394     2
e    879 11346     1
e    879 11490     1
e    879 11795     1
e    879 12261     1
e    879 12483     2
e    879 12563     2
e    879 12681     1
e    880  3362     1
e    880  9490     2
e    880 11900     2
e    880 11901     2
e    881   980     2
e    881  8146     5
e    881  8992     1
e    881  9568     1
e    881 10697     1
e    881 11490     1
e    881 12746     2
e    882  4381     1
e    882  5538     1
e    882  7892     1
e    882 10090     1
e    883  5189     1
e    883  6723     1
e    883  7350     1
e    885  6724     2
e    885 10386     1
e    888 10725     1
e    888 12810     1
e    889  6765     1
e    889  7349     1
e    889  7962     1
e    889 10719     1
e    889 12483     1
e    890 11451     1
e    893  1108     1
e    893  5539     1
e    893  6768    28
e    893  7899     1
e    893  8158     1
e    893  8996     1
e    893  9210     1
e    893 10036     1
e    893 10062     1
e    893 10626     1
e    893 10627    25
e    893 12334    10
e    893 12480     1
e    895 13055     1
e    897  4795     1
e    897  8235     1
e    897 11250     1
e    900  1281     1
e    900  1792     1
e    900  2135     1
e    900  3252     1
e    900  4634     1
e    900  6302     1
e    900  8842     1
e    900  9147     1
e    900  9431     1
e    900 13216     1
e    901  1095     1
e    901  2092     1
e    901  2755     1
e    901  3058     1
e    901  3163     2
e    901  3893     1
e    901  3907     2
e    901  4760     2
e    901  5765     1
e    901  6298     2
e    901  6495     2
e    901  6533     1
e    901  6897     2
e    901  7740     1
e    901  7948     1
e    901  8529     1
e    901  8992     2
e    901  8999     1
e    901  9375     2
e    901 10074     1
e    901 10636     1
e    901 12001     1
e    901 12358     1
e    901 12483     3
e    901 13144     2
e    902  1200     2
e    902  4851     1
e    902  6414     1
e    902  6724     1
e    902  8392     1
e    902  8456     1
e    902  8531     4
e    902  9375     6
e    902  9385     2
e    902 10103     1
e    902 10267     1
e    902 10491     1
e    902 10536     1
e    902 10625     1
e    902 10725     3
e    902 11121     1
e    902 11220     1
e    902 12180     1
e    902 12955     1
e    905  1152     2
e    905  1281     2
e    905  1744     1
e    905  2331     2
e    905  2501     1
e    905  3294     2
e    905  3349     2
e    905  4061     2
e    905  4092     1
e    905  5129     1
e    905  5971     2
e    905  6940     2
e    905  7102     1
e    905  7206     1
e    905  7609     6
e    905  8715     1
e    905  8926     1
e    905  8999     1
e    905  9648     1
e    905  9775     1
e    905 10026     1
e    905 10732     2
e    905 10787     1
e    905 11252     1
e    905 11346     1
e    905 11901     2
e    905 13144     2
e    905 13147     3
e    907  1925     1
e    907  1957     2
e    907  2796    46
e    907  8531     2
e    907  8996     2
e    907  9375     1
e    907 10027     3
e    907 10347     2
e    907 11201     3
e    907 11864     5
e    907 12483     2
e    908  2121     3
e    908  5315     1
e    908 11862     3
e    908 11864     2
e    910  4624     1
e    910  7522     1
e    911  2214     1
e    911  7597     1
e    912  7918     1
e    912  7967     1
e    912  9375     1
e    912  9659     5
e    912 12261     1
e    916  8150     4
e    916 11160     2
e    916 11335     1
e    917  2673     8
e    917  3557     1
e    917  3675     8
e    917  7541    22
e    917  8529     2
e    917 13065    21
e    919  1838     1
e    919  4786    29
e    919  8240    26
e    919  9525     3
e    919 10098     1
e    919 11057     9
e    919 11446    18
e    919 12778     1
e    930 12001     1
e    930 12878     1
e    932  1483    10
e    932  5183     1
e    932  6173     3
e    932  9928     1
e    932 12946     3
e    933  1200    23
e    933  2136     1
e    933  4357     1
e    933  5277     1
e    933  5300     1
e    933  5538     1
e    933  7511     1
e    933  9404     2
e    933  9608     1
e    933  9616     1
e    933 10556     1
e    933 10697     5
e    933 11701     1
e    933 12743     1
e    935  6038     2
e    937  8615     1
e    937  8996     1
e    940  5007     1
e    940 11498     1
e    941  2136     1
e    941  9167     1
e    941 12111     1
e    943  3935     1
e    943  9640     1
e    944  9210     2
e    945  2367     1
e    945  4230     1
e    945  9530     1
e    946  4760     1
e    946  5300     1
e    946  7133     1
e    948  3348     1
e    948  9187     1
e    948  9513     1
e    948 10837     2
e    948 12910     1
e    951  4526     2
e    954  1200     1
e    954  2604     3
e    954  2694     1
e    954  2884     1
e    954  3009     3
e    954  3685     1
e    954  4553     2
e    954  4578     4
e    954  4760    40
e    954  5108     1
e    954  5277    10
e    954  6002     1
e    954  6243     1
e    954  7740     1
e    954  8398    24
e    954  8531     3
e    954  8630     5
e    954 10346     1
e    954 11612     4
e    954 12084     1
e    956  2604     6
e    956  5129     3
e    956  9922     1
e    956 11346     1
e    957  1245     1
e    957  1657    11
e    957  2112     1
e    957  2136     6
e    957  2320     2
e    957  2430     2
e    957  2604     6
e    957  2829     3
e    957  3960     9
e    957  4577     2
e    957  4733     1
e    957  5129     6
e    957  5997     2
e    957  6117     2
e    957  6244     3
e    957  6356     2
e    957  7588     4
e    957  7608     1
e    957  8240     2
e    957  8781    11
e    957  9513     1
e    957  9866     1
e    957 11227     1
e    957 11346     1
e    957 11612     3
e    957 12480     1
e    957 12483     4
e    957 12910     2
e    958  1878     1
e    958  6003     1
e    958  6974     2
e    958  7588     1
e    958  8240     2
e    958  8530     1
e    958 12255     1
e    959  1200     2
e    959  3577     2
e    959  4426     1
e    959  5821     1
e    959  7927     1
e    959  9219     1
e    959  9530     5
e    959 10150     1
e    959 10195     2
e    959 11498     1
e    959 11883     1
e    959 12736     1
e    959 12875     1
e    960  1419     1
e    960  1600     1
e    960  4227     1
e    960  5277     1
e    960  7650     2
e    960  8291     1
e    960  9203     1
e    960  9530     1
e    960  9532     6
e    960 12483     1
e    961  1665     1
e    961  3661     1
e    961  5635     1
e    961  5939     1
e    961  7116     1
e    961  8121     1
e    961  9698     1
e    961 10498     1
e    961 12743     1
e    963  5012     1
e    963  5808     2
e    965  1150     1
e    965  1200     2
e    965  2638     1
e    965  3292     3
e    965  3322     1
e    965  5579     5
e    965  5808     3
e    965  8615     1
e    965  9241     1
e    965 11589     2
e    965 12931     2
e    966  1824     1
e    966  3013     1
