c  Weighted graph: number of common reactions
c  among pairs of reactants/products.
c  It counts all reactions where metabolites
c  comes, no matter the side.
c  Threshold =   1, for edges admission
c  nodes n =      991    #(real nodes) =      991
c  edges m =     4161
c
p edges    991      4161
e    234   521     2
e    234   522     2
e    234   538     1
e    234   540     1
e    234   543     1
e    234   545     1
e    234   549     1
e    234   551     1
e    234   561     1
e    234   569     1
e    234   572     1
e    234   574     1
e    234   577     1
e    234   579     1
e    234   581     1
e    234   582     1
e    234   585     1
e    234   589     2
e    234   590     1
e    234   591     1
e    234   600     1
e    234   602     1
e    234   604     1
e    234   606     1
e    234   607     1
e    234   609     1
e    234   621     2
e    234   655     1
e    234   657     1
e    234   662     3
e    234   666     1
e    234   673     1
e    234   679     1
e    234   683     1
e    234   711     1
e    234   712    10
e    234   729     1
e    234   775     4
e    234   776    14
e    234   810     1
e    234   863     2
e    234   865     2
e    234   879     1
e    234   938     1
e    234   940     1
e    234   944     1
e    234   946     1
e    234   948     1
e    234   949     2
e    234   951     1
e    234   952     1
e    234   953     1
e    234   958     1
e    234   961     1
e    236   288     1
e    236   541     1
e    236   775     1
e    236   818     1
e    236   820     1
e    237   238     2
e    237   336     1
e    237   346     2
e    237   453     2
e    237   711     1
e    238   241     2
e    238   332     6
e    238   335     1
e    238   337     2
e    238   344     2
e    238   346     6
e    238   362     2
e    238   363     2
e    238   390     2
e    238   392     2
e    238   555     1
e    238   558     1
e    238   659     2
e    238   660     2
e    238   672     1
e    238   711     2
e    238   840     2
e    239   424     2
e    239   487     2
e    240   241     1
e    242   433     1
e    242   435     1
e    243   244     1
e    243   245     2
e    243   333     2
e    243   487     3
e    243   548     2
e    244   487     1
e    245   487     2
e    246   494     2
e    247   291     1
e    247   476     1
e    247   724     1
e    247   914     1
e    248   249     2
e    248   288     1
e    248   618     1
e    248   663     2
e    248   664     2
e    248   665     2
e    248   666     2
e    248   910     2
e    248   911     2
e    249   289     1
e    249   619     1
e    250   317     1
e    251   365     1
e    252   872     1
e    253   873     1
e    254   478     1
e    255   479     1
e    256   406     2
e    256   751     1
e    256   858     1
e    257   692     1
e    258   693     1
e    259   291     1
e    259   620     1
e    259   663     1
e    259   664     1
e    259   899     1
e    260   291     1
e    260   620     1
e    260   663     1
e    260   664     1
e    260   900     1
e    261   262     1
e    261   263     1
e    261   291     1
e    261   775     1
e    262   291     2
e    262   620     1
e    262   663     1
e    262   664     1
e    262   775     1
e    262   901     1
e    264   265     1
e    264   266     1
e    264   291     1
e    264   775     1
e    265   291     1
e    265   586     1
e    265   663     1
e    265   664     1
e    265   775     1
e    265   902     1
e    267   288     1
e    267   541     1
e    267   546     1
e    267   555     1
e    267   558     1
e    267   587     1
e    267   670     1
e    267   711     3
e    268   275     1
e    268   287     1
e    268   742     1
e    269   270     2
e    269   271     2
e    269   291     1
e    269   688     2
e    269   689     1
e    270   292     1
e    270   688     1
e    270   689     2
e    272   286     2
e    272   294     4
e    272   310     1
e    272   369     1
e    272   371     1
e    272   722     1
e    272   803     1
e    272   806     1
e    272   815     1
e    273   280     1
e    273   286     1
e    273   294     1
e    273   350     1
e    273   739     1
e    273   775     1
e    274   286     3
e    274   294     2
e    274   596     2
e    274   642     1
e    274   737     2
e    274   746     2
e    274   775     2
e    275   287     5
e    275   295     2
e    275   597     2
e    275   738     2
e    275   742     1
e    275   743     2
e    275   747     2
e    275   776     2
e    275   851     2
e    276   286     2
e    276   294     1
e    276   350     2
e    276   406     1
e    276   740     2
e    276   775     1
e    277   278     1
e    277   967     1
e    277   970     1
e    279   280     1
e    279   282     1
e    279   455     1
e    279   487     1
e    279   737     1
e    279   739     1
e    279   850     1
e    280   294     1
e    280   350     1
e    280   739     1
e    280   775     1
e    281   555     2
e    281   558     2
e    281   711     1
e    281   758     1
e    281   777     2
e    282   487     1
e    283   284     6
e    283   285     2
e    283   291     1
e    283   487     2
e    283   518     2
e    283   519     2
e    283   614     2
e    283   615     2
e    283   714     1
e    283   748     2
e    283   749     2
e    284   292     1
e    284   518     2
e    284   519     4
e    284   614     2
e    284   615     2
e    284   715     1
e    284   748     2
e    284   749     2
e    285   487     2
e    286   287     2
e    286   294     1
e    286   299     2
e    286   300     1
e    286   302     1
e    286   350     3
e    286   375     1
e    286   433     1
e    286   469     1
e    286   548     1
e    286   596     2
e    286   642     1
e    286   711     1
e    286   739     1
e    286   740     2
e    286   746     2
e    286   775     1
e    286   801     1
e    287   597     2
e    287   742     1
e    287   743     2
e    287   747     2
e    287   851     2
e    288   289     2
e    288   290     2
e    288   291     4
e    288   293     2
e    288   318     1
e    288   333     2
e    288   366     1
e    288   376     1
e    288   420     2
e    288   457     1
e    288   458     1
e    288   462     2
e    288   481     1
e    288   483     1
e    288   484     1
e    288   488     1
e    288   493     1
e    288   506     1
e    288   513     1
e    288   514     1
e    288   515     1
e    288   516     1
e    288   520     1
e    288   531     2
e    288   541     1
e    288   548     1
e    288   555     2
e    288   558     1
e    288   587     1
e    288   596     1
e    288   607     1
e    288   618     8
e    288   620     3
e    288   621     2
e    288   659     4
e    288   660     4
e    288   661     1
e    288   662     1
e    288   663     2
e    288   664     2
e    288   672     5
e    288   678     1
e    288   698     1
e    288   710     1
e    288   711     9
e    288   712     2
e    288   714     2
e    288   718     1
e    288   724     2
e    288   728     1
e    288   735     1
e    288   740     1
e    288   746     1
e    288   748     1
e    288   758     3
e    288   761     1
e    288   766     1
e    288   767     1
e    288   775     1
e    288   777     2
e    288   801     1
e    288   802     1
e    288   833     2
e    288   835     2
e    288   875     1
e    288   878     1
e    288   879     1
e    288   965     1
e    288   966     1
e    288   971     1
e    288   974     2
e    288   975     3
e    288   977     2
e    288   980     1
e    289   292     2
e    289   319     1
e    289   367     1
e    289   458     3
e    289   482     1
e    289   485     1
e    289   494     2
e    289   519     1
e    289   568     3
e    289   615     1
e    289   619     8
e    289   661     4
e    289   662     4
e    289   665     1
e    289   666     1
e    289   679     1
e    289   699     1
e    289   717     4
e    289   719     1
e    289   741     1
e    289   747     1
e    289   768     1
e    289   776     1
e    289   778     4
e    289   829     1
e    289   836     2
e    289   865     2
e    289   876     1
e    291   311     1
e    291   317     1
e    291   318     2
e    291   320     4
e    291   328     1
e    291   344     2
e    291   350     2
e    291   365     1
e    291   366     2
e    291   368     5
e    291   401     1
e    291   402     1
e    291   453     1
e    291   455     1
e    291   461     1
e    291   462     1
e    291   478     1
e    291   479     1
e    291   480     1
e    291   481     2
e    291   483     6
e    291   486     1
e    291   531     2
e    291   567     2
e    291   586     2
e    291   596     2
e    291   614     1
e    291   618     2
e    291   620    10
e    291   645     1
e    291   646     1
e    291   653     2
e    291   663     2
e    291   664     2
e    291   668     1
e    291   686     1
e    291   688     1
e    291   690     2
e    291   691     1
e    291   692     1
e    291   693     1
e    291   694     1
e    291   695     2
e    291   697     4
e    291   700     1
e    291   714     1
e    291   731     1
e    291   732     1
e    291   737     1
e    291   739     1
e    291   750     1
e    291   775    11
e    291   815     2
e    291   827     4
e    291   850     1
e    291   855     1
e    291   856     1
e    291   857     1
e    291   872     1
e    291   873     1
e    291   874     1
e    291   875     2
e    291   877     6
e    291   933     1
e    292   329     1
e    292   354     1
e    292   446     1
e    292   458     1
e    292   521     2
e    292   522     2
e    292   619     2
e    292   621     2
e    292   657     1
e    292   661     1
e    292   662     1
e    292   689     1
e    292   712     4
e    292   715     1
e    292   782     1
e    292   829     1
e    292   863     2
e    292   865     4
e    293   724     1
e    293   761     1
e    293   980     1
e    294   302     1
e    294   313     1
e    294   369     1
e    294   371     1
e    294   406     1
e    294   548     1
e    294   555     1
e    294   558     1
e    294   672     1
e    294   711     2
e    294   722     1
e    294   737     2
e    294   775     5
e    294   801     1
e    294   803     1
e    294   806     1
e    294   815     1
e    294   981     2
e    295   738     2
e    295   776     2
e    296   447     1
e    296   531     1
e    296   821     1
e    297   487     2
e    297   548     2
e    298   299     1
e    298   487     1
e    299   433     1
e    299   469     1
e    299   487     1
e    299   672     1
e    299   711     1
e    299   978     1
e    300   301     1
e    300   375     1
e    300   487     1
e    300   672     1
e    300   972     1
e    301   487     1
e    302   548     1
e    302   775     1
e    302   801     1
e    302   820     1
e    303   304     2
e    303   308     4
e    303   433     2
e    303   464     2
e    303   722     1
e    303   806     1
e    304   321     1
e    304   711     1
e    305   487     2
e    306   307     2
e    306   659     1
e    306   660     1
e    306   663     1
e    306   664     1
e    307   659     1
e    307   660     1
e    307   663     1
e    307   664     1
e    308   433     2
e    308   464     2
e    308   722     1
e    308   806     1
e    309   321     1
e    309   487     1
e    310   312     2
e    310   313     2
e    310   722     1
e    310   806     1
e    311   510     2
e    311   586     1
e    311   660     1
e    311   663     1
e    311   724     1
e    311   731     1
e    311   857     2
e    312   322     1
e    312   386     2
e    312   672     2
e    312   711     1
e    313   387     1
e    313   672     1
e    313   722     1
e    313   806     1
e    314   322     1
e    314   487     1
e    315   659     1
e    315   672     1
e    315   678     1
e    315   775     2
e    316   662     1
e    316   673     1
e    316   679     1
e    316   776     2
e    317   318     1
e    317   320     1
e    317   775     1
e    318   319     2
e    318   320     2
e    318   618     1
e    318   663     2
e    318   664     2
e    318   912     2
e    319   619     1
e    319   665     2
e    319   666     2
e    319   913     2
e    320   476     1
e    320   724     1
e    320   775     1
e    320   915     1
e    321   324     1
e    321   326     2
e    321   487     1
e    321   672     1
e    321   711     3
e    322   327     1
e    322   487     1
e    322   672     1
e    322   711     1
e    323   326     2
e    323   347     1
e    323   348     1
e    323   349     1
e    323   471     2
e    323   487     1
e    323   711     4
e    324   326     2
e    324   358     1
e    324   487     1
e    324   497     2
e    324   672     1
e    324   711     2
e    326   327     2
e    326   471     2
e    326   497     2
e    326   711    10
e    326   889     2
e    326   890     2
e    326   972     2
e    327   386     2
e    327   388     1
e    327   487     1
e    327   672     1
e    327   711     3
e    327   972     2
e    328   728     1
e    328   775     1
e    329   729     1
e    329   776     1
e    330   555     1
e    330   558     1
e    330   648     1
e    332   346     6
e    332   390     2
e    332   392     2
e    332   711     1
e    332   748     1
e    332   840     2
e    333   334     2
e    333   548     2
e    333   711     2
e    335   377     1
e    335   423     1
e    335   659     1
e    335   660     1
e    337   711     1
e    338   339     1
e    338   340     1
e    338   377     2
e    338   393     2
e    338   430     2
e    338   437     1
e    338   451     2
e    338   628     2
e    338   629     1
e    338   642     2
e    338   804     1
e    338   867     1
e    339   345     2
e    339   775     2
e    339   968     4
e    339   969     2
e    339   981     2
e    341   347     2
e    341   348     2
e    341   433     1
e    341   722     1
e    341   806     1
e    342   663     2
e    342   664     2
e    343   344     2
e    344   428     2
e    344   555     1
e    344   558     1
e    344   653     2
e    344   672     1
e    345   459     1
e    345   711     1
e    345   775     2
e    345   968     2
e    345   969     4
e    345   981     2
e    346   375     2
e    346   390     2
e    346   392     4
e    346   453     4
e    346   506     1
e    346   596     1
e    346   603     1
e    346   659     2
e    346   660     2
e    346   711     2
e    346   777     1
e    346   840     4
e    347   711     1
e    348   469     1
e    348   711     1
e    348   722     1
e    348   806     1
e    349   487     1
e    350   364     1
e    350   455     1
e    350   737     1
e    350   739     3
e    350   740     2
e    350   775     1
e    350   933     2
e    351   711     1
e    351   737     1
e    352   353     2
e    352   356     1
e    352   381     1
e    352   386     1
e    352   555     1
e    352   663     1
e    352   664     1
e    352   711     1
e    352   878     1
e    353   665     1
e    353   666     1
e    353   879     1
e    354   568     1
e    354   661     1
e    354   662     1
e    354   829     1
e    355   711     1
e    355   775     1
e    356   555     1
e    356   711     1
e    356   775     1
e    357   436     1
e    357   520     3
e    357   775     1
e    358   487     1
e    359   360     1
e    359   487     1
e    360   487     1
e    361   487     1
e    361   640     1
e    362   659     2
e    362   660     2
e    365   366     1
e    365   368     1
e    365   775     1
e    366   367     2
e    366   368     2
e    366   618     1
e    366   663     2
e    366   664     2
e    366   919     2
e    367   619     1
e    367   665     2
e    367   666     2
e    367   920     2
e    368   476     1
e    368   620     1
e    368   724     1
e    368   775     1
e    368   916     1
e    369   371     1
e    370   371     2
e    370   433     1
e    370   435     1
e    370   624     1
e    371   433     1
e    371   435     1
e    371   624     1
e    372   487     1
e    372   817     1
e    373   375     1
e    373   471     1
e    373   473     1
e    373   487     1
e    373   811     1
e    374   375     2
e    374   471     2
e    374   473     2
e    374   497     2
e    374   507     2
e    374   711    10
e    374   972     2
e    374   978     2
e    374   984     2
e    374   985     2
e    375   376     2
e    375   392     2
e    375   764     2
e    375   840     2
e    375   972     2
e    376   392     2
e    376   420     1
e    376   529     1
e    376   663     1
e    376   664     1
e    377   628     2
e    377   659     1
e    377   660     1
e    378   379     1
e    380   381     2
e    380   382     2
e    381   386     1
e    381   711     1
e    381   889     2
e    382   383     2
e    384   487     1
e    384   889     1
e    385   386     2
e    385   387     2
e    385   722     1
e    385   806     1
e    385   967     1
e    386   387     1
e    386   672     2
e    386   711     1
e    386   775     1
e    387   672     1
e    387   722     1
e    387   775     1
e    387   806     1
e    387   981     1
e    388   487     1
e    389   989     2
e    391   392     1
e    392   840     2
e    394   395     2
e    394   399     1
e    394   413     1
e    394   663     1
e    394   664     1
e    394   724     1
e    396   398     2
e    397   400     2
e    398   399     1
e    398   401     1
e    398   663     2
e    398   664     2
e    398   724     1
e    399   663     2
e    399   664     2
e    399   724     2
e    401   402     2
e    401   403     2
e    401   663     1
e    401   664     1
e    404   407     2
e    404   408     2
e    404   659     2
e    404   660     2
e    405   406     1
e    406   751     1
e    406   775     1
e    406   858     1
e    407   661     2
e    407   662     2
e    409   411     1
e    409   417     2
e    409   418     1
e    409   775     1
e    410   411     8
e    410   425     1
e    410   426     3
e    410   453     1
e    410   541     1
e    410   850     1
e    410   862     1
e    410   863     3
e    410   965     2
e    410   966     2
e    411   417     1
e    411   418     2
e    411   425     1
e    411   426     3
e    411   453     1
e    411   541     1
e    411   776     1
e    411   850     1
e    411   862     1
e    411   863     3
e    411   965     2
e    411   966     2
e    412   413     2
e    413   831     1
e    413   833     1
e    413   990     1
e    414   415     5
e    414   490     2
e    414   663     1
e    414   664     1
e    414   725     1
e    414   778     2
e    414   814     1
e    414   847     1
e    414   965     1
e    414   966     1
e    415   490     2
e    415   663     1
e    415   664     1
e    415   725     1
e    415   778     2
e    415   814     1
e    415   847     1
e    415   965     1
e    415   966     1
e    416   476     1
e    416   724     1
e    416   905     1
e    417   418     1
e    417   711     1
e    417   775     1
e    417   809     2
e    418   776     1
e    418   810     1
e    419   447     2
e    419   659     2
e    419   660     2
e    419   842     2
e    420   422     2
e    420   447     2
e    420   469     2
e    420   488     1
e    420   529     1
e    420   553     1
e    420   573     1
e    420   659     1
e    420   660     1
e    420   711     1
e    420   775     1
e    420   842     2
e    420   878     1
e    420   965     1
e    420   966     1
e    421   712     1
e    421   879     1
e    423   440     1
e    423   868     1
e    424   487     2
e    425   426     1
e    425   427     2
e    425   487     2
e    425   536     2
e    425   614     2
e    425   650     2
e    425   681     2
e    425   862     2
e    425   863     1
e    426   615     2
e    426   862     1
e    426   863     4
e    427   487     2
e    429   487     1
e    430   451     2
e    431   555     1
e    431   672     1
e    432   447     1
e    432   457     1
e    432   548     1
e    432   555     1
e    432   711     2
e    433   435     2
e    433   464     4
e    433   469     9
e    433   502     1
e    433   541     1
e    433   650     1
e    433   711     2
e    433   722     1
e    433   727     1
e    433   803     1
e    433   806     1
e    433   815     1
e    433   971     1
e    433   978     1
e    434   470     2
e    435   469     1
e    435   510     1
e    435   511     1
e    435   625     1
e    435   626     1
e    435   775     1
e    436   520     2
e    436   775     2
e    436   931     1
e    438   460     2
e    439   445     2
e    439   487     2
e    440   868     1
e    441   487     2
e    441   558     2
e    442   443     1
e    442   487     1
e    443   487     1
e    444   487     1
e    444   554     1
e    445   487     2
e    446   490     2
e    446   491     1
e    446   532     2
e    446   543     2
e    446   555     3
e    446   557     1
e    446   561     1
e    446   570     2
e    446   575     2
e    446   588     1
e    446   647     2
e    446   656     1
e    446   657     2
e    446   661     1
e    446   662     1
e    446   665     1
e    446   666     1
e    446   715     2
e    446   776     1
e    446   778     2
e    446   825     1
e    447   457     1
e    447   476     2
e    447   531     1
e    447   635     2
e    447   659     2
e    447   660     2
e    447   663     1
e    447   664     1
e    447   711     1
e    447   721     3
e    447   813     1
e    447   821     1
e    447   822     3
e    447   842     4
e    448   814     1
e    448   823     1
e    449   555     2
e    450   451     2
e    451   711     1
e    451   850     2
e    452   453     1
e    453   454     1
e    453   659     1
e    453   660     1
e    453   711     1
e    453   767     1
e    453   850     2
e    455   466     2
e    455   612     2
e    455   739     3
e    455   850     1
e    456   467     2
e    457   458     2
e    457   462     2
e    457   463     2
e    457   487     2
e    457   531     2
e    457   562     1
e    457   596     2
e    457   599     2
e    457   659     2
e    457   660     2
e    457   672     1
e    457   711     3
e    457   775     1
e    457   777     2
e    457   878     3
e    457   941     1
e    458   568     2
e    458   597     2
e    458   661     1
e    458   662     1
e    458   672     1
e    458   836     2
e    458   865     1
e    458   879     3
e    459   711     1
e    459   967     1
e    459   969     1
e    461   686     1
e    461   877     1
e    462   518     1
e    462   531     2
e    462   614     1
e    462   672     2
e    462   777     2
e    462   862     1
e    462   977     2
e    463   487     2
e    464   471     1
e    464   473     2
e    464   555     1
e    464   558     1
e    464   711     1
e    464   775     2
e    464   986     1
e    465   471     2
e    465   487     2
e    468   473     1
e    468   487     1
e    469   473     1
e    469   502     1
e    469   541     1
e    469   650     1
e    469   711     4
e    469   722     1
e    469   726     1
e    469   727     1
e    469   775     2
e    469   803     1
e    469   806     1
e    469   815     1
e    469   971     1
e    469   978     1
e    471   473     5
e    471   487     2
e    471   711     6
e    471   775     1
e    471   812     2
e    472   474     2
e    472   712     2
e    473   487     1
e    473   711     6
e    473   812     2
e    474   712     2
e    475   914     1
e    475   917     1
e    476   480     1
e    476   483     1
e    476   486     1
e    476   645     2
e    476   646     1
e    476   658     2
e    476   672     3
e    476   694     1
e    476   697     1
e    476   700     1
e    476   709     2
e    476   721     2
e    476   724    25
e    476   769     4
e    476   770     3
e    476   771     2
e    476   772     1
e    476   773     2
e    476   774     2
e    476   838     2
e    476   874     1
e    476   877     1
e    476   893     1
e    476   894     1
e    476   895     1
e    476   896     1
e    476   897     1
e    476   898     1
e    476   905     1
e    476   914     1
e    476   915     1
e    476   916     1
e    476   917     1
e    476   918     1
e    477   760     1
e    478   481     1
e    478   483     1
e    478   775     1
e    479   480     1
e    479   775     1
e    480   481     1
e    480   724     2
e    480   775     1
e    480   895     1
e    481   482     2
e    481   483     2
e    481   618     1
e    481   663     2
e    481   664     2
e    481   724     1
e    481   923     2
e    482   619     1
e    482   665     2
e    482   666     2
e    482   924     2
e    483   596     1
e    483   620     1
e    483   663     1
e    483   664     1
e    483   724     1
e    483   775     1
e    483   896     2
e    484   485     2
e    484   618     1
e    484   663     2
e    484   664     2
e    484   921     2
e    485   619     1
e    485   665     2
e    485   666     2
e    485   922     2
e    486   724     1
e    486   917     1
e    487   489     2
e    487   497     2
e    487   498     2
e    487   501     2
e    487   507     1
e    487   512     1
e    487   525     2
e    487   530     2
e    487   531     2
e    487   536     2
e    487   538     2
e    487   541     2
e    487   548     2
e    487   552     2
e    487   554     1
e    487   558     2
e    487   563     2
e    487   569     2
e    487   574     2
e    487   578     2
e    487   582     2
e    487   587     2
e    487   589     2
e    487   592     2
e    487   596     2
e    487   599     2
e    487   603     2
e    487   607     2
e    487   610     2
e    487   613     2
e    487   614     2
e    487   622     1
e    487   623     2
e    487   629     1
e    487   630     1
e    487   636     2
e    487   637     1
e    487   638     1
e    487   639     1
e    487   640     1
e    487   642     1
e    487   654     1
e    487   667     1
e    487   669     2
e    487   682     1
e    487   684     1
e    487   702     1
e    487   703     1
e    487   708     2
e    487   711     3
e    487   732     1
e    487   733     1
e    487   736     2
e    487   754     2
e    487   755     2
e    487   757     2
e    487   763     2
e    487   765     1
e    487   766     1
e    487   777     2
e    487   779     2
e    487   808     1
e    487   809     1
e    487   811     1
e    487   813     2
e    487   817     1
e    487   820     2
e    487   833     1
e    487   837     1
e    487   841     2
e    487   849     1
e    487   852     2
e    487   855     1
e    487   859     1
e    487   862     2
e    487   866     2
e    487   867     1
e    487   868     1
e    487   882     1
e    487   887     1
e    487   888     2
e    487   889     1
e    487   890     2
e    487   891     2
e    487   932     1
e    487   963     2
e    487   964     2
e    487   972     1
e    487   973     1
e    487   974     2
e    487   976     2
e    487   978     1
e    487   979     1
e    487   982     2
e    487   985     1
e    487   988     1
e    488   965     1
e    488   966     1
e    489   563     2
e    490   541     2
e    490   543     2
e    490   555     2
e    490   587     2
e    490   588     2
e    490   711     3
e    490   712     4
e    490   714     2
e    490   715     2
e    490   725     1
e    490   777     2
e    490   778     2
e    490   813     2
e    490   814     2
e    490   869     1
e    490   870     1
e    490   965     1
e    490   966     1
e    491   555     1
e    491   711     2
e    491   712     2
e    492   495     1
e    492   547     2
e    492   582     3
e    492   596     1
e    492   672     1
e    492   690     1
e    492   777     1
e    492   831     2
e    492   833     1
e    492   878     1
e    492   881     1
e    493   724     2
e    494   661     2
e    494   662     2
e    494   717     2
e    495   548     1
e    495   663     2
e    495   664     2
e    495   690     1
e    495   691     1
e    495   871     2
e    496   672     1
e    496   756     1
e    496   980     1
e    497   498     2
e    497   502     1
e    497   507     2
e    497   672     1
e    497   711     4
e    497   775     1
e    499   523     4
e    500   524     2
e    501   569     2
e    502   507     2
e    502   541     1
e    502   650     1
e    502   659     1
e    502   660     1
e    502   672     1
e    502   711     2
e    502   775     1
e    502   986     1
e    503   504     1
e    503   672     1
e    504   672     1
e    505   672     1
e    506   596     1
e    506   603     1
e    507   512     1
e    507   672     1
e    507   711     3
e    508   625     1
e    509   626     1
e    510   625     1
e    511   626     1
e    511   731     2
e    513   514     1
e    513   724     1
e    514   663     1
e    514   664     1
e    515   516     1
e    515   724     1
e    516   663     1
e    516   664     1
e    516   990     1
e    517   642     1
e    518   519     2
e    518   663     1
e    518   664     1
e    518   718     1
e    518   862     1
e    519   661     1
e    519   662     1
e    519   665     1
e    519   666     1
e    519   719     1
e    520   711     1
e    520   775     2
e    520   802     1
e    520   931     1
e    521   522     2
e    521   712     2
e    522   712     2
e    525   757     2
e    526   659     1
e    526   660     1
e    526   663     1
e    526   664     1
e    526   909     2
e    527   528     2
e    527   555     2
e    527   659     1
e    527   660     1
e    527   663     1
e    527   664     1
e    527   775     2
e    528   555     2
e    528   651     2
e    528   659     1
e    528   660     1
e    528   663     3
e    528   664     3
e    528   775     2
e    529   711     1
e    530   813     2
e    531   533     1
e    531   555     2
e    531   573     1
e    531   672     1
e    531   775     1
e    531   777     4
e    531   821     1
e    531   935     1
e    532   778     2
e    533   775     1
e    533   935     1
e    534   535     2
e    534   720     1
e    534   724     1
e    534   805     1
e    534   826     1
e    536   537     1
e    536   587     1
e    536   681     2
e    536   775     1
e    536   936     1
e    536   974     1
e    537   775     1
e    537   936     1
e    538   539     1
e    538   540     1
e    538   541     2
e    538   555     1
e    538   558     1
e    538   672     1
e    538   775     2
e    538   776     1
e    538   934     1
e    538   949     1
e    539   775     1
e    539   934     1
e    540   776     1
e    540   949     1
e    541   543     2
e    541   544     1
e    541   546     2
e    541   555     3
e    541   558     1
e    541   650     1
e    541   670     1
e    541   672     1
e    541   681     2
e    541   711     4
e    541   714     2
e    541   775     4
e    541   937     1
e    542   567     2
e    542   659     1
e    542   660     1
e    542   663     2
e    542   664     2
e    542   711     1
e    543   545     1
e    543   715     2
e    543   776     1
e    543   938     1
e    544   775     1
e    544   937     1
e    545   776     1
e    545   938     1
e    546   587     1
e    546   681     2
e    546   711     1
e    546   775     2
e    547   548     1
e    547   596     1
e    547   672     2
e    547   777     1
e    548   550     1
e    548   555     1
e    548   607     1
e    548   672     1
e    548   691     1
e    548   711     1
e    548   775     2
e    548   801     1
e    548   939     1
e    549   551     1
e    549   776     1
e    549   940     1
e    550   775     1
e    550   939     1
e    551   776     1
e    551   940     1
e    552   574     2
e    553   573     1
e    553   603     1
e    553   724     1
e    555   556     1
e    555   558    13
e    555   560     1
e    555   565     1
e    555   569     2
e    555   574     2
e    555   587     1
e    555   589     2
e    555   607     3
e    555   610     2
e    555   648     1
e    555   651     2
e    555   659     2
e    555   660     2
e    555   663     3
e    555   664     3
e    555   672     5
e    555   704     2
e    555   711     8
e    555   714     2
e    555   735     2
e    555   775     4
e    555   777     3
e    555   781     2
e    555   864     1
e    555   878     2
e    555   880     2
e    555   981     1
e    555   986     1
e    556   587     1
e    556   659     1
e    556   660     1
e    556   663     1
e    556   664     1
e    556   711     2
e    556   824     2
e    557   665     1
e    557   666     1
e    557   825     2
e    558   559     1
e    558   648     1
e    558   659     1
e    558   660     1
e    558   672     2
e    558   711     4
e    558   775     4
e    558   777     1
e    558   981     1
e    558   986     1
e    559   775     1
e    560   775     1
e    561   776     1
e    562   775     1
e    562   941     1
e    563   564     1
e    563   566     1
e    563   659     1
e    563   660     1
e    563   685     1
e    563   775     1
e    563   831     1
e    563   833     1
e    563   942     1
e    564   565     1
e    564   659     1
e    564   660     1
e    564   711     1
e    565   711     1
e    566   775     1
e    566   942     1
e    567   659     1
e    567   660     1
e    567   663     1
e    567   664     1
e    567   690     2
e    567   705     1
e    568   661     1
e    568   662     1
e    568   778     1
e    568   829     1
e    568   836     2
e    569   571     1
e    569   572     1
e    569   775     1
e    569   776     1
e    569   943     1
e    569   944     1
e    571   775     1
e    571   943     1
e    572   776     1
e    572   944     1
e    573   663     1
e    573   664     1
e    573   724     1
e    574   576     1
e    574   577     1
e    574   775     2
e    574   945     1
e    574   946     1
e    576   775     1
e    576   945     1
e    577   775     1
e    577   946     1
e    578   580     1
e    578   613     2
e    578   651     2
e    578   659     2
e    578   660     2
e    578   775     1
e    578   947     1
e    579   581     1
e    579   776     1
e    579   948     1
e    580   775     1
e    580   947     1
e    581   776     1
e    581   948     1
e    582   584     1
e    582   585     1
e    582   633     1
e    582   636     2
e    582   690     1
e    582   711     1
e    582   775     3
e    582   831     1
e    582   833     2
e    582   878     1
e    582   881     1
e    582   950     1
e    582   951     1
e    583   671     1
e    583   879     1
e    584   775     1
e    584   950     1
e    585   775     1
e    585   951     1
e    586   731     1
e    586   750     1
e    586   857     1
e    587   588     2
e    587   708     2
e    587   711     1
e    587   766     1
e    587   974     1
e    588   647     1
e    588   657     1
e    589   590     1
e    589   591     1
e    589   735     2
e    589   736     2
e    589   775     1
e    589   776     1
e    589   952     1
e    589   953     1
e    590   775     1
e    590   952     1
e    591   776     1
e    591   953     1
e    592   593     2
e    592   594     1
e    592   663     1
e    592   664     1
e    592   763     2
e    592   775     1
e    592   824     1
e    592   954     1
e    593   595     1
e    593   661     1
e    593   662     1
e    593   775     1
e    593   825     1
e    593   955     1
e    594   775     1
e    594   954     1
e    595   775     1
e    595   955     1
e    596   597     2
e    596   598     1
e    596   603     1
e    596   672     1
e    596   691     1
e    596   711     1
e    596   746     2
e    596   775     1
e    596   777     1
e    596   841     2
e    596   878     2
e    596   956     1
e    597   747     2
e    597   879     2
e    598   775     1
e    598   956     1
e    599   600     2
e    599   601     1
e    599   659     1
e    599   660     1
e    599   672     1
e    599   705     1
e    599   711     1
e    599   775     1
e    599   888     2
e    599   957     1
e    600   602     1
e    600   673     1
e    600   775     1
e    600   958     1
e    601   775     1
e    601   957     1
e    602   775     1
e    602   958     1
e    603   724     1
e    603   963     2
e    604   605     1
e    604   606     1
e    604   775     1
e    604   776     1
e    604   949     1
e    604   959     1
e    605   775     1
e    605   959     1
e    606   776     1
e    606   949     1
e    607   608     1
e    607   609     1
e    607   775     1
e    607   776     1
e    607   960     1
e    607   961     1
e    607   964     2
e    608   775     1
e    608   960     1
e    609   776     1
e    609   961     1
e    610   611     1
e    610   775     1
e    610   781     2
e    610   962     1
e    610   982     2
e    611   775     1
e    611   962     1
e    612   739     1
e    614   615     6
e    614   623     4
