c  DAYS-w instance, from daysall.net file
c  Vertices in file daysall-vertices0.dat
c  Edges in file daysall-edges0.dat
c  
p edges  13308     26943
e    770 11683     1
e    774  1200     1
e    774  2258     1
e    774  4128     1
e    774 12022     1
e    775  1028     5
e    775  1200     8
e    775  2172     1
e    775  2568    13
e    775  5031     1
e    775  5129     5
e    775  5142     1
e    775  5611     1
e    775  6666    41
e    775  7349     5
e    775  7650     1
e    775  8904     1
e    775  9034     1
e    775  9158     2
e    775 10223     1
e    775 11901    13
e    775 12483    87
e    775 12903     1
e    775 12910    31
e    779  9591     7
e    783  6078     1
e    783  8121     1
e    785  4330     2
e    785  8541     2
e    785  8570     1
e    785  9129     2
e    785  9167     2
e    785  9616     1
e    789  1961     1
e    789  7489     2
e    789 12853     1
e    791  3048     1
e    791  9034     3
e    791 10982     3
e    791 13134     3
e    791 13143     1
e    792  4383     3
e    792  7654     1
e    793  6897     1
e    793  8311     2
e    793 10945     1
e    794  3114     1
e    794  4750     6
e    794  5658     7
e    794  6867     1
e    794  7220     7
e    794  7382     2
e    794  7523     1
e    794  8992     3
e    794 13134     1
e    796  2948     1
e    796 12261     1
e    797  7676     1
e    797 10053     1
e    797 12417     1
e    797 13136     1
e    801  2225     1
e    801  8820    10
e    801 12483     1
e    802  5837     2
e    802  9625     2
e    802 10125     2
e    802 11864     2
e    806  2652     1
e    806  3163     1
e    806  3180     1
e    806  3740     1
e    806  7349     1
e    806  8786     1
e    806  8928     1
e    806  8943     1
e    806 11064     1
e    806 11248     1
e    806 12955     1
e    807  5096     1
e    807  6031     1
e    807  6042     1
e    807  8598     1
e    807 10106     1
e    808   821     1
e    808  1921     4
e    808  2430     3
e    808  2501     4
e    808  2611     1
e    808  3217     1
e    808  3313     1
e    808  4354     1
e    808  4790     3
e    808  5146     1
e    808  6051     1
e    808  6940     1
e    808  7145     1
e    808  7379     1
e    808  8025     9
e    808  8162     1
e    808  8215     4
e    808  8794    39
e    808  9677     7
e    808 10491     7
e    808 10511     2
e    808 11248     1
e    808 11352     3
e    808 11757    46
e    808 12334     2
e    808 12483    36
e    814  2063     1
e    814  2182     2
e    814  4718     1
e    814  5808     3
e    814  8923     2
e    814  8992     4
e    814  9368     1
e    814 11295     1
e    814 11367     2
e    814 12758     1
e    814 12931     1
e    820   821     5
e    820   826     1
e    820   882     1
e    820  1200    98
e    820  1416     8
e    820  1419     1
e    820  1756     2
e    820  2001     5
e    820  2116     2
e    820  2136     4
e    820  2320     1
e    820  2323     2
e    820  2423     1
e    820  2490     1
e    820  2543     1
e    820  2730     3
e    820  2829     2
e    820  2965     4
e    820  3116     1
e    820  3260     8
e    820  3292     9
e    820  3665     1
e    820  4102    10
e    820  4168     1
e    820  4383     2
e    820  4423     5
e    820  4528     1
e    820  4597     8
e    820  4791     1
e    820  4808     4
e    820  4941     1
e    820  5150    21
e    820  5217     1
e    820  5277     2
e    820  5743     2
e    820  5759     4
e    820  5866     1
e    820  5868     2
e    820  6038     1
e    820  6042     2
e    820  6064     1
e    820  6140     1
e    820  6243     5
e    820  6338     1
e    820  6347     6
e    820  6900     1
e    820  6940     8
e    820  7010     2
e    820  7051     3
e    820  7165     1
e    820  7217     1
e    820  7359     1
e    820  7382     8
e    820  7670     1
e    820  7725     5
e    820  7740     5
e    820  7775     3
e    820  7828     3
e    820  7892     1
e    820  8394     8
e    820  8531     2
e    820  8922     1
e    820  8996    31
e    820  8999     5
e    820  9313     4
e    820  9362     1
e    820  9375    23
e    820  9823     1
e    820  9896     1
e    820  9922     1
e    820 10040     5
e    820 10078     2
e    820 10087     1
e    820 10090     3
e    820 10093     3
e    820 10125     1
e    820 10705     2
e    820 10815     1
e    820 10916     5
e    820 11163     4
e    820 11183     1
e    820 11220     1
e    820 11223     1
e    820 11238     5
e    820 11504     1
e    820 11612     4
e    820 11695     9
e    820 11805     1
e    820 11900     3
e    820 11901     8
e    820 11910     1
e    820 11968     4
e    820 12122     1
e    820 12261     2
e    820 12476     2
e    820 12483    25
e    820 12730     1
e    820 12767     1
e    820 12797     9
e    820 12814     1
e    820 12875    28
e    820 12934     4
e    820 13003     7
e    820 13144     9
e    820 13302     1
e    821   879     4
e    821   968     1
e    821   985     2
e    821  1028    26
e    821  1100     1
e    821  1150     7
e    821  1164     7
e    821  1200    82
e    821  1207     4
e    821  1210     3
e    821  1258     2
e    821  1665     5
e    821  1746     8
e    821  1792     7
e    821  1931     1
e    821  1961     2
e    821  2001     1
e    821  2002     3
e    821  2100     1
e    821  2172     3
e    821  2205     1
e    821  2320     5
e    821  2592     1
e    821  2611     1
e    821  2648     1
e    821  2730     6
e    821  2799     4
e    821  2920     7
e    821  3017     1
e    821  3096     1
e    821  3217     1
e    821  3247     2
e    821  3260     7
e    821  3292     8
e    821  3301     1
e    821  3392     2
e    821  3393     1
e    821  3447     1
e    821  3458     1
e    821  3469     1
e    821  3544     2
e    821  3593     3
e    821  3691     1
e    821  3927     8
e    821  3940     3
e    821  3967     1
e    821  4129     4
e    821  4248     2
e    821  4340     3
e    821  4383     4
e    821  4489    10
e    821  4526     5
e    821  4574     2
e    821  4592     1
e    821  4597     5
e    821  4627     6
e    821  4671    50
e    821  4691     2
e    821  4930     2
e    821  5096     4
e    821  5183    19
e    821  5254     1
e    821  5277    21
e    821  5291     1
e    821  5395     1
e    821  5550     5
e    821  5562     1
e    821  5598     7
e    821  5719     1
e    821  5720     5
e    821  5759     8
e    821  5799     1
e    821  5860     2
e    821  5867     1
e    821  5980     1
e    821  6031    28
e    821  6183     2
e    821  6184     4
e    821  6260     1
e    821  6292     1
e    821  6349     1
e    821  6414     1
e    821  6579     1
e    821  6599     1
e    821  6719     3
e    821  6870     4
e    821  6900    10
e    821  6940     6
e    821  7051    18
e    821  7299     1
e    821  7360     8
e    821  7457     6
e    821  7588     4
e    821  7608     1
e    821  7609     2
e    821  7716     4
e    821  7740    21
e    821  7835     1
e    821  8075     9
e    821  8146     4
e    821  8150     3
e    821  8225     1
e    821  8245     2
e    821  8247     1
e    821  8252     4
e    821  8387     6
e    821  8531    11
e    821  8650     1
e    821  8658     1
e    821  8943     1
e    821  8964     3
e    821  8992     1
e    821  8996   161
e    821  8999    29
e    821  9034     2
e    821  9060     1
e    821  9210     1
e    821  9212     6
e    821  9219     4
e    821  9221     8
e    821  9269     4
e    821  9312     4
e    821  9313     7
e    821  9337     9
e    821  9375    70
e    821  9385    11
e    821  9468     1
e    821  9568    12
e    821  9806     2
e    821  9878     1
e    821  9881    24
e    821  9967     4
e    821 10078     2
e    821 10091     1
e    821 10101     3
e    821 10136     1
e    821 10409     1
e    821 10578     1
e    821 10636    17
e    821 10679     1
e    821 10680     1
e    821 10732     3
e    821 10858     3
e    821 10916     3
e    821 11008     1
e    821 11111    21
e    821 11238     7
e    821 11346     2
e    821 11372     3
e    821 11385    11
e    821 11478    10
e    821 11633     1
e    821 11640     1
e    821 11695    14
e    821 11701     1
e    821 11805     1
e    821 11858     1
e    821 11901     6
e    821 11916     2
e    821 11927     3
e    821 11966    10
e    821 12103     1
e    821 12137     2
e    821 12149     3
e    821 12180     1
e    821 12261     5
e    821 12483    26
e    821 12509     4
e    821 12542     3
e    821 12563     1
e    821 12587    11
e    821 12598     1
e    821 12603     6
e    821 12681     4
e    821 12719     1
e    821 12725     7
e    821 12744     3
e    821 12855     1
e    821 12934    11
e    821 12946     4
e    821 12962     5
e    821 13134     7
e    821 13144    10
e    821 13216     4
e    825  1710     4
e    825  1851     4
e    825  4699     4
e    825  5684     4
e    825  6189     4
e    825  6464     4
e    825  8781     4
e    825 13148     4
e    826   842     8
e    826  1200     6
e    826  1348    11
e    826  1758     1
e    826  1780    18
e    826  1895     1
e    826  2320     1
e    826  2528     1
e    826  2591     1
e    826  2965    11
e    826  4256     1
e    826  4362     1
e    826  4602     1
e    826  4699    70
e    826  4810     1
e    826  4886     2
e    826  5521     1
e    826  5690     8
e    826  6117     1
e    826  6243     1
e    826  6462    11
e    826  6464    10
e    826  6825     1
e    826  7025     1
e    826  7157     1
e    826  7206     1
e    826  7283     1
e    826  7670     1
e    826  7787     2
e    826  8531     1
e    826  8559     1
e    826  8897     8
e    826  8996     3
e    826  9120     8
e    826  9158    20
e    826  9695     1
e    826  9878     1
e    826 10636     1
e    826 10985     1
e    826 11249     4
e    826 11646     2
e    826 11836     1
e    826 11917     1
e    826 12261     4
e    826 12476     3
e    826 12478     5
e    826 13003     1
e    827  2834     1
e    827 10948     1
e    827 11611     1
e    827 12888     1
e    828  3704     1
e    828  5277     1
e    828  8370     1
e    828  9967     1
e    828 11248     1
e    828 12807     2
e    828 12962     1
e    836  9912     1
e    836 11464     1
e    838 12946     5
e    839  2055     1
e    839  3430     2
e    839  3782     1
e    839  3927     1
e    839  4176     2
e    839  5611     1
e    839  6197     2
e    839  6884     3
e    839  6939     1
e    839  7716     1
e    839  8999     1
e    839 12205     1
e    841  4930     1
e    841  7457     1
e    842  1028     4
e    842  2963     3
e    842  2965    15
e    842  6944     4
e    842  7988     4
e    842  9158     2
e    842 10627     4
e    842 12476     6
e    842 12478     1
e    845  2225     1
e    845  5382     1
e    845  6051     1
e    845  6341     2
e    845  8897     6
e    845  9718     2
e    845 10058     1
e    845 10725     3
e    845 11251     1
e    845 11710     1
e    845 12153     9
e    845 12483     1
e    845 12670     1
e    845 12910     1
e    849  2501     2
e    849  8193     2
e    850  2446     1
e    850  8996     1
e    850 10127     1
e    850 12706     1
e    851  4775     1
e    851  8870     1
e    852  1156     1
e    852  1187     1
e    852  1200     2
e    852  1416     1
e    852  1548     1
e    852  1757     1
e    852  2072     1
e    852  2136     1
e    852  2408     1
e    852  2430     3
e    852  2591     1
e    852  2985     1
e    852  3136     1
e    852  3369     1
e    852  3741     1
e    852  4214     2
e    852  4248     3
e    852  4310     1
e    852  4597     3
e    852  4856     1
e    852  5086     2
e    852  5132     3
e    852  5277     2
e    852  5929     1
e    852  6195     2
e    852  6205     4
e    852  6347     1
e    852  6414     1
e    852  6816     1
e    852  7206     1
e    852  7502     1
e    852  7650     1
e    852  7991     1
e    852  8394     1
e    852  8456     1
e    852  8509     1
e    852  8809     2
e    852  9816     1
e    852 10443     1
e    852 10509     1
e    852 10511     2
e    852 10636     2
e    852 11172     1
e    852 12001     1
e    852 12483    11
e    852 12587     1
e    852 12860     1
e    852 12910     3
e    864  1089     1
e    864  8264     1
e    864 10027     1
e    864 11339     4
e    864 11485     4
e    865  4624     1
e    865  7454     1
e    870  2186    16
e    870  2245     1
e    870  2422    15
e    870  2501     1
e    870  3421     1
e    870  4317     2
e    870  4533     2
e    870  5884     2
e    870  6117     1
e    870  8245     1
e    870  8517    13
e    870 10516     1
e    870 11304    16
e    870 11627     2
e    870 11836     1
e    870 13028    13
e    871  1459    11
e    871  6462     2
e    871  9375     3
e    878  2245     3
e    878  2403     1
e    878  2595     1
e    878  3252     2
e    878  6341     1
e    878  8883     1
e    878 11928     1
e    878 13186     1
e    879  1029     3
e    879  1200     7
e    879  2001     1
e    879  6719     3
e    879  7802     3
e    879  8171     1
e    879  8245     1
e    879  8996     3
e    879  9711     1
e    879 12563     2
e    880  3362     1
e    881  8146     5
e    881  8992     1
e    882 10090     1
e    883  5189     1
e    883  6723     1
e    883  7350     1
e    885  6724     2
e    888 10725     1
e    888 12810     1
e    893  6768    28
e    893 10062     1
e    893 10627    25
e    895 13055     1
e    897  4795     1
e    897  8235     1
e    897 11250     1
e    900  1792     1
e    900  2135     1
e    900  3252     1
e    900  9147     1
e    900 13216     1
e    901  1095     1
e    901  3893     1
e    901  4760     2
e    901  6897     2
e    901  7948     1
e    901  8992     2
e    901 12001     1
e    901 12483     3
e    901 13144     2
e    902  1200     2
e    902  4851     1
e    902  6414     1
e    902  8392     1
e    902  8456     1
e    902  9385     2
e    902 10103     1
e    902 10267     1
e    902 10536     1
e    902 10625     1
e    902 10725     3
e    902 12180     1
e    902 12955     1
e    905  1281     2
e    905  1744     1
e    905  2331     2
e    905  2501     1
e    905  3349     2
e    905  4061     2
e    905  4092     1
e    905  5129     1
e    905  5971     2
e    905  7609     6
e    905  8715     1
e    905  8926     1
e    905  8999     1
e    905  9648     1
e    905  9775     1
e    905 10026     1
e    905 10787     1
e    905 11901     2
e    907  1925     1
e    907  1957     2
e    907  2796    46
e    907  8996     2
e    907 10027     3
e    907 11201     3
e    907 12483     2
e    908  2121     3
e    908  5315     1
e    908 11862     3
e    908 11864     2
e    910  4624     1
e    910  7522     1
e    911  2214     1
e    911  7597     1
e    917  2673     8
e    917  3675     8
e    917  7541    22
e    917 13065    21
e    933  1200    23
e    933  4357     1
e    933  5277     1
e    933  7511     1
e    933  9404     2
e    933  9616     1
e    937  8615     1
e    937  8996     1
e    954  1200     1
e    954  2694     1
e    954  4760    40
e    954  8630     5
e    954 12084     1
e    957  6356     2
e    957  7608     1
e    957  9866     1
e    957 11227     1
e    957 12910     2
e    961  1665     1
e    961  3661     1
e    961  7116     1
e    961 10498     1
e    963  5012     1
e    963  5808     2
e    965  3292     3
e    965  3322     1
e    965  5579     5
e    965  5808     3
e    965  8615     1
e    965 12931     2
e    966  3163     1
e    966  4512     1
e    966  4882     1
e    966  9270     2
e    966 10110     2
e    966 12207     2
e    966 12261     1
e    966 12483     4
e    966 13231     1
e    968  1484     1
e    979  3457     1
e    979 11896     1
e    980  1029     2
e    980  3009     2
e    980 11478     1
e    980 11498     1
e    980 11873     1
e    980 11966     2
e    980 13136     1
e    982  1960     2
e    982  5096     1
e    982  6031     4
e    982  6032     2
e    982  6246     1
e    982  7597     1
e    982 12022     8
e    982 12895     8
e    984  7244     1
e    984  7365     1
e    984  8541     2
e    984 10274     1
e    984 11200     1
e    985  5598     5
e    985 12897     2
e    986  1196     2
e    986  2182     2
e    986  2501     3
e    986  2951     2
e    986  3255     2
e    986  4600     1
e    986  4728     4
e    986  8328     4
e    986  9158     4
e    995  1150     5
e    995  1200    25
e    995  3075     1
e    995  4248     2
e    995  5508     1
e    995  6068     1
e    995  8992     1
e    995  9375     5
e    995 10233     1
e    995 10715     1
e    995 11795     1
e    995 11904    21
e    995 12261     2
e    995 13148     5
e    996  1416     1
e    996  1746     2
e    996  7362     1
e    996 12589     1
e    999  1094     3
e    999  1440     3
e   1004  1649     1
e   1015  2829     1
e   1015  6495     1
e   1015 11321     1
e   1015 11612     1
e   1018  3232     2
e   1018  5658     1
e   1018  7016     3
e   1018  7220     3
e   1018  9072     1
e   1018 10608     1
e   1018 12910     4
e   1019  1251     1
e   1019  1746     1
e   1019  4743     3
e   1019  5808     1
e   1019  6260     3
e   1019  9337     6
e   1019 10026     1
e   1019 10027     1
e   1019 10136     3
e   1019 10636     7
e   1019 11385     9
e   1019 12483     7
e   1021  2343     2
e   1021  2709     3
e   1021  2830     1
e   1021  3348     1
e   1021  3393     1
e   1021  4930     2
e   1021  5834     1
e   1021  5835     1
e   1021  6977     2
e   1021  9760     1
e   1022  2830    21
e   1022  3893     5
e   1022 12381     8
e   1024  1792     2
e   1024  7892     1
e   1024  9385     1
e   1024 11500     1
e   1024 13216     2
e   1025  2099     1
e   1025 10980     1
e   1025 12179     1
e   1028  1097     4
e   1028  1251     4
e   1028  1416     3
e   1028  1638     1
e   1028  1665    12
e   1028  1961     3
e   1028  2403     1
e   1028  2501     2
e   1028  2691     2
e   1028  2805     2
e   1028  2836     5
e   1028  2884     1
e   1028  3292     1
e   1028  3445     1
e   1028  3904     4
e   1028  4256     5
e   1028  4577     4
e   1028  4578    10
e   1028  5315    24
e   1028  5322     1
e   1028  5890     1
e   1028  6460     4
e   1028  6531    11
e   1028  6588     4
e   1028  6660     5
e   1028  6666     1
e   1028  6940     9
e   1028  6944     6
e   1028  7089     1
e   1028  7388    33
e   1028  7504    13
e   1028  7988     4
e   1028  8061     1
e   1028  8075    33
e   1028  8106     2
e   1028  8150     6
e   1028  8444     1
e   1028  8500     2
e   1028  8531     6
e   1028  8809     2
e   1028  9158     1
e   1028  9187     5
e   1028  9518     1
e   1028 10627     4
e   1028 11346    28
e   1028 11464     1
e   1028 11646     3
e   1028 11966     2
e   1028 12483     7
e   1028 12767     5
e   1028 12807     1
e   1028 12875     2
e   1028 12910     6
e   1028 12982     1
e   1028 13003     2
e   1029  1326     3
e   1029  4489     2
e   1029  5802     3
e   1029  6338     1
e   1029  8075     5
e   1029 10036     2
e   1029 12767     5
e   1032  3209     1
e   1032  5001     1
e   1032 11356     1
e   1035  7388     3
e   1035 11202     1
e   1035 11631     1
e   1035 12797     1
e   1036  2182    12
e   1036  2887    19
e   1036  4699    14
e   1036  7420    13
e   1036  7516     5
e   1036 10007    12
e   1036 12153    12
e   1038  2621     1
e   1038  2625     2
e   1038 11556     1
e   1051 11825     1
e   1051 13134     1
e   1056 12122    10
e   1058  1185     4
e   1058  1187     1
e   1058  1200     9
e   1058  1214     4
e   1058  1768     1
e   1058  1824     7
e   1058  1833     2
e   1058  2002     4
e   1058  2045     1
e   1058  2058     5
e   1058  2112     1
e   1058  2174     5
e   1058  2309     1
e   1058  2320     2
e   1058  2446     2
e   1058  2528     3
e   1058  2648    11
e   1058  2730     4
e   1058  2803     1
e   1058  2954     1
e   1058  2955     5
e   1058  3209    13
e   1058  3260     7
e   1058  3297     1
e   1058  3496     3
e   1058  3539     1
e   1058  3593    10
e   1058  3637     4
e   1058  3746     1
e   1058  3782     2
e   1058  4005     1
e   1058  4247     1
e   1058  4346     1
e   1058  4414     1
e   1058  4423     1
e   1058  4613     2
e   1058  4627     3
e   1058  4633     2
e   1058  4966     1
e   1058  5684     2
e   1058  5690     1
e   1058  5759     1
e   1058  5808     8
e   1058  5822     1
e   1058  5959     1
e   1058  6042    11
e   1058  6051     2
e   1058  6284     1
e   1058  6462     2
e   1058  6870     2
e   1058  6976     1
e   1058  7042     2
e   1058  7133     1
e   1058  7220     3
e   1058  7359     5
e   1058  7400     1
e   1058  7665     4
e   1058  7736     2
e   1058  8075     1
e   1058  8193     5
e   1058  8216     1
e   1058  8245    11
e   1058  8531     6
e   1058  8615     3
e   1058  8670     5
e   1058  8827     1
e   1058  8870     4
e   1058  8897     1
e   1058  8992     7
e   1058  8996     9
e   1058  9034     2
e   1058  9141     8
e   1058  9147     6
e   1058  9158     2
e   1058  9164     2
e   1058  9256     1
e   1058  9313     2
e   1058  9491     1
e   1058  9568     3
e   1058  9990     9
e   1058 10053     3
e   1058 10065    24
e   1058 10327     3
e   1058 10338     6
e   1058 10436     7
e   1058 10444     1
e   1058 10545     4
e   1058 10725     9
e   1058 11115     3
e   1058 11167     2
e   1058 11290     1
e   1058 11346     4
e   1058 11352     7
e   1058 11385     5
e   1058 11825     2
e   1058 12001     2
e   1058 12122     1
e   1058 12147     1
e   1058 12673     1
e   1058 12682     2
e   1058 12867     4
e   1058 12910    26
e   1058 12962     4
e   1058 13028     3
e   1058 13125    11
e   1058 13136     3
e   1058 13148     1
e   1066  4694     1
e   1066 11248     1
e   1066 13028     1
e   1067  6117     2
e   1067  9375    18
e   1067  9386     1
e   1067 11248    73
e   1067 11864    12
e   1067 12962     2
e   1067 13028    66
e   1069  6349    18
e   1069  7772    21
e   1069  9410    21
e   1069 10795    24
e   1072  3596     1
e   1072  8922     1
e   1074  6502     1
e   1074  6504    17
e   1074  6516     2
e   1074  6820     2
e   1074  7150     1
e   1074  7559     2
e   1074  9087     5
e   1074 10039     2
e   1074 10040     8
e   1074 10679    19
e   1074 11864     1
e   1077  1921     2
e   1077  2317     2
e   1077  2422     1
e   1077  3014    10
e   1077  3441     2
e   1077  3951     1
e   1077  4613     1
e   1077  4624     2
e   1077  7077     2
e   1077  7626     2
e   1077  9168     1
e   1077  9298     2
e   1077 11216     2
e   1077 11472     2
e   1077 12483     3
e   1077 12772    10
e   1078  1416     1
e   1078  1833     8
e   1078  3196     1
e   1078  4483     1
e   1078  4498     6
e   1078  5096     1
e   1078  5277     4
e   1078  5293     8
e   1078  5300     1
e   1078  6195     1
e   1078  6284     1
e   1078  6338     3
e   1078  8531     5
e   1078  8969     1
e   1078  9154     2
e   1078  9210    21
e   1078 10636     1
e   1078 10725     9
e   1078 12483     4
e   1078 13028     2
e   1080  4760    32
e   1080  7828     4
e   1080 12261     1
e   1080 12603     1
e   1083  3371     1
e   1083  3438     8
e   1083  6042     1
e   1083  6337     1
e   1083  7102     1
e   1083  7145     1
e   1083  8517     8
e   1083 10161     8
e   1083 10625     8
e   1083 11346     8
e   1089  1206     1
e   1089  3075     1
e   1089  4319     1
e   1089  5138     1
e   1089  5808     3
e   1089  6205     2
e   1089  7597     2
e   1089  8264     1
e   1089  8801     3
e   1089  8988     3
e   1089  9893     7
e   1089 10027     1
e   1089 10631     2
e   1089 11339     1
e   1089 11346     2
e   1089 11485     1
e   1089 11757     7
e   1089 12242     2
e   1089 12660     1
e   1089 12868     7
e   1089 13136     1
e   1089 13302     1
e   1091  4331     1
e   1091  6042     1
e   1091 10553     2
e   1092  2703     1
e   1092  4597     1
e   1092  5980     1
e   1094 10027     3
e   1095  1530     2
e   1095  1746     1
e   1095  2246     1
e   1095  3348     6
e   1095  3574     1
e   1095  3917     1
e   1095  4071     2
e   1095  5141     2
e   1095  5491     2
e   1095  6195     2
e   1095  7149     2
e   1095  8092     5
e   1095  8240     2
e   1095 10636     7
e   1095 11448     2
e   1095 11660     2
e   1096  1572     5
e   1096  5565     2
e   1096  5567     3
e   1096  9031     5
e   1097  1163     2
e   1097  1200     4
e   1097  1833     2
e   1097  3260     4
e   1097  3641     1
e   1097  3834     1
e   1097  4256     2
e   1097  4483     4
e   1097  5832     1
e   1097  6281     7
e   1097  6764     3
e   1097  7388     8
e   1097  8010     4
e   1097  9205     4
e   1097 10026     2
e   1097 11743     1
e   1097 12259     1
e   1097 12898    22
e   1097 12910     4
e   1097 12962     1
e   1098  3114     1
e   1098  5808     1
e   1098  8996     1
e   1098  9250     1
e   1098 12725     1
e   1099  2045     2
e   1099  3048     1
e   1099  3266     5
e   1099  5808     1
e   1099  8193     1
e   1099 12725     1
e   1099 12931     5
e   1100  6349     1
e   1100  7873     1
e   1103  7175     3
e   1103  8435     7
e   1103 10122     3
e   1108  8394     3
e   1108 11352     2
e   1108 12625     3
e   1120  1746     2
e   1120  2002     1
e   1120  3297     4
e   1120  3866     9
e   1120  5223     6
e   1120  9584     1
e   1120 11945     6
e   1123  1163     3
e   1123  1200    18
e   1123  1212    16
e   1123  2805     3
e   1123  3834     1
e   1123  4483     6
e   1123  5030    16
e   1123  5108     1
e   1123  5550     2
e   1123  5690     6
e   1123  6260     4
e   1123  6284     8
e   1123  6502    16
e   1123  6581     6
e   1123  7622     3
e   1123  7948     1
e   1123  8010     1
e   1123  8146    10
e   1123  8261    14
e   1123  8444     2
e   1123  9158     1
e   1123 10027     5
e   1123 10493     3
e   1123 11612     7
e   1123 11646     4
e   1123 11864    15
e   1123 11968     9
e   1123 12022     4
e   1123 12259     1
e   1123 12483    10
e   1123 12910     3
e   1123 12962     1
e   1123 13028     2
e   1125  5690     1
e   1125 12153     1
e   1128  5403     2
e   1128  6923     2
e   1128  8261     2
e   1128  8809     2
e   1130  7982     1
e   1130 10308     1
e   1130 12122     1
e   1131  1272     1
e   1131  1581     1
e   1131  4227     8
e   1131  5129     1
e   1131  6197     1
e   1131  6286     1
e   1131  6620     1
e   1131  9843     1
e   1131 10632     1
e   1131 11163    10
e   1134  1416     2
e   1134  1805     1
e   1134  2075     1
e   1134  2730     1
e   1134  3369     1
e   1134  3445     2
e   1134  3500     2
e   1134  6189     1
e   1134  7457     7
e   1134  8541     1
e   1134 11163     7
e   1134 11417     2
e   1136  2225     1
e   1138  4483     3
e   1138  4865     1
e   1138  8530     2
e   1139  2963     1
e   1139  7244     1
e   1139 13227     2
e   1144  1200     1
e   1144  4086     1
e   1144  6133     1
e   1144 12706     1
e   1147  8897     2
e   1149  1206     5
e   1149  5966     1
e   1149  6117     1
e   1149  6356     3
e   1149  6503     3
e   1149  6649     2
e   1149  6894     1
e   1149  6940     1
e   1149  7984     1
e   1149  9385     4
e   1149 10130     1
e   1150  1200     8
e   1150  2501     2
e   1150  2944     3
e   1150  3009     4
e   1150  3281     5
e   1150  3376     5
e   1150  3796     2
e   1150  5684    12
e   1150  6588     1
e   1150  6666     7
e   1150  6762     1
e   1150  6829     1
e   1150  6870     3
e   1150  7051     2
e   1150  7349     2
e   1150  8245    22
e   1150  8992     2
e   1150  8996    13
e   1150  9896     3
e   1150 10173    12
e   1150 10233     1
e   1150 10636     1
e   1150 10671     1
e   1150 10837     1
e   1150 11504     4
e   1150 11695     2
e   1150 11927     3
e   1150 12122     2
e   1150 12261    16
e   1150 12306     2
e   1150 12483    28
e   1150 12530     7
e   1150 12767     1
e   1150 13148    19
e   1152  2001     2
e   1152  7386     1
e   1152  7680     1
e   1152  8474     1
e   1152  8603     1
e   1152  9162     1
e   1152 12249     1
e   1152 12673     2
e   1152 13112     1
e   1155  2142     1
e   1155  9380     1
e   1155 10401     1
e   1155 10516     1
e   1156  2555     2
e   1156  3691     1
e   1156  3951     1
e   1156  4597    15
e   1156  5153     1
e   1156  5519     2
e   1156  7213     1
e   1156  7391     3
e   1156  7646     1
e   1156  8235     2
e   1156  9031     1
e   1156  9866     2
e   1156 10397     3
e   1156 10636     1
e   1156 11295     1
e   1156 12483    22
e   1157  5096     2
e   1157  5129     2
e   1161  2501     1
e   1161  3161     1
e   1161  3593     1
e   1161  4383     1
e   1161  4597     9
e   1161  5562     1
e   1161  7601     2
e   1161  7740     7
e   1161 11825     1
e   1161 11832     6
e   1161 12022     3
e   1161 12483     9
e   1161 12934     2
e   1162  2422     4
e   1162  3926     1
e   1162  5144     1
e   1162  8110     1
e   1162  8529     2
e   1162  9468     2
e   1162  9562     2
e   1162  9648     1
e   1162 11960     2
e   1162 12635     2
e   1162 13237     2
e   1163  1247     2
e   1163  1416     2
e   1163  1597     1
e   1163  2780     2
e   1163  3580     3
e   1163  3960     8
e   1163  4483     2
e   1163  4600     2
e   1163  4633     1
e   1163  5690    20
e   1163  7362     2
e   1163  8444     6
e   1163  9387     4
e   1163  9566     2
e   1163 10503     2
e   1163 10725     2
e   1163 10934     4
e   1163 11208     2
e   1163 11968     6
e   1163 12184     2
e   1163 12255     2
e   1163 12483     9
e   1163 12603     1
e   1163 13134     2
e   1164  1258     2
e   1164  1805     2
e   1164  2058     1
e   1164  2724     2
e   1164  3580     3
e   1164  4290     3
e   1164  5917     2
e   1164  6244     9
e   1164  7457     4
e   1164  8150    10
e   1164  8775     2
e   1164  9385     6
e   1164 11250     2
e   1164 12141     2
e   1164 12179     8
e   1164 12186     1
e   1164 12188     1
e   1164 12725     1
e   1164 12910     2
e   1165  5786     1
e   1165  6286     1
e   1168 10607     2
e   1168 12483     4
e   1169  2212     2
e   1169  3161     2
e   1169  7392     2
e   1169 11874     2
e   1181  2001     1
e   1181  2323     1
e   1181  4040     4
e   1181 12483     2
e   1185  2056     2
e   1185  2058     4
e   1185  2417     1
e   1185  2616     1
e   1185  2805     2
e   1185  4423     1
e   1185  5059     4
e   1185  6031     1
e   1185  7359     4
e   1185  8529     2
e   1185 13065     1
e   1187  2987     3
e   1187  4692     1
e   1187  4713     2
e   1187  8394     8
e   1187 10509     1
e   1187 12203     6
e   1187 12483     1
e   1187 12509     2
e   1188  3608     1
e   1188  4095     1
e   1189  3285     1
e   1189  4552     1
e   1189  4780     1
e   1189  6445     1
e   1189 10266     1
e   1194  7559     1
e   1194 10516     1
e   1196  2182     3
e   1196  4600     2
e   1196  4699     1
e   1196  5132     1
e   1196  7716     2
e   1196  8264     2
e   1196  9229     4
e   1196  9866     2
e   1200  1234     3
e   1200  1251    10
e   1200  1264     1
e   1200  1272     1
e   1200  1326     3
e   1200  1343     3
e   1200  1416     1
e   1200  1507     8
